ID,plane,src,dest,flightnr,callsign,start,endTime
34148,19937,SFO,SAT,UA1529,UAL1529,1664390053,1664393232
34149,28307,LAX,DFW,NK868,NKS868,1664390050,1670879494
34150,26440,SAN,IAH,UA2243,UAL2243,1664390053,1664393231
34151,28308,PHX,BOI,WN1094,SWA1094,1664390051,1664393291
34152,17434,SAN,MCI,WN2559,SWA2559,1664390052,1664393233
34153,28309,DEN,SBA,UA2414,UAL2414,1664390053,1664393233
34154,21429,MEX,LAS,VB112,VIV112,1664390052,1670876817
34155,28310,DFW,SNA,AA1631,AAL1631,1664390051,1664393233
34156,25509,AUS,LAS,AA1592,AAL1592,1664390051,1664393230
34157,17469,YYC,PSP,WS1468,WJA1468,1664390052,1664392107
34158,28311,DEN,SNA,UA789,UAL789,1664390050,1664393229
34159,28312,DFW,MRY,AA4004,ENY4004,1664390052,1670879495
34160,28313,DEN,BUR,UA2487,UAL2487,1664390050,1664392992
34161,28314,TUL,LAS,WN1640,SWA1640,1664390052,1664393225
34162,12507,YYZ,LAX,WS1100,WJA1100,1664390053,1664393038
34163,28315,ABQ,LAX,DL3932,SKW3932,1664390053,1664393232
34164,4041,DFW,ONT,F92735,FFT2735,1664390053,1664393226
34165,20596,MIA,LAS,NK3166,NKS3166,1664390051,1670876076
34166,4313,EWR,LAX,B61773,JBU1773,1664390053,1664393168
34167,5029,JFK,SAN,B6189,JBU189,1664390051,1664393211
34168,2075,SAL,SFO,AV562,TAI562,1664390052,1664392735
34169,18434,ELP,SAN,WN945,SWA945,1664390051,1664393232
34170,28316,ORD,SAN,AA2131,AAL2131,1664390053,1664392314
34171,28317,SFO,LAX,DL1721,DAL1721,1664390052,1664392227
34172,18781,LAX,BOS,AA2110,AAL2110,1664390053,1664393232
34173,25240,LAX,DTW,NK953,NKS953,1664390053,1670876870
34174,19097,YVR,SAN,AC572,ACA572,1664390053,1664392625
34175,2692,LAX,ATL,DL321,DAL321,1664390053,1664393231
34176,16160,LAX,IND,AA2332,AAL2332,1664390053,1664393232
34177,20674,LAX,DEN,UA1013,UAL1013,1664390052,1670876869
34178,28318,LAX,SAT,AA6303,SKW6303,1664390050,1664393232
34179,16476,LAX,IAH,UA2390,UAL2390,1664390052,1664393230
34180,4815,LAX,MSY,DL2903,DAL2903,1664390051,1664393231
34181,20035,ONT,DFW,AA1820,AAL1820,1664390052,1670879493
34182,28319,RIV,MCI,5Y3600,GTI3600,1664390051,1670876870
34183,28320,EDC,LAS,JTL939,JTL939,1664390052,1664391972
34184,20039,DFW,SAN,AA1955,AAL1955,1664390052,1664393227
34185,28322,LAP,TIJ,Y4413,VOI413,1664390051,1664392251
34186,2901,PTY,LAX,CM360,CMP360,1664390053,1664393233
34187,28323,ORD,LAX,UA1662,UAL1662,1664390051,1664393158
34188,28324,OKC,LAS,WN1347,SWA1347,1664390051,1664393230
34189,6668,DEN,PHX,UA1866,UAL1866,1664390051,1664392750
34190,3416,LGB,SMF,WN2989,SWA2989,1664390053,1664392603
34191,20070,DFW,BUR,AA1208,AAL1208,1664390051,1664393233
34192,28325,ATL,HNL,DL836,DAL836,1664390052,1670929570
34193,28327,SNA,SMF,WN2856,SWA2856,1664390053,1664392909
34194,28328,DFW,SBA,AA2645,AAL2645,1664390053,1664393175
34195,28329,CLT,LAX,AA1364,AAL1364,1664390052,1664393233
34196,20010,PHX,HNL,WN1736,SWA1736,1664390051,1666216064
34197,20613,ABQ,LAX,AA6296,SKW6296,1664390053,1664393231
34198,28330,ATL,LAS,DL660,DAL660,1664390050,1664393232
34199,6174,PHX,SEA,DL1322,DAL1322,1664390053,1664393291
34200,7386,LAX,PHL,AA608,AAL608,1664390053,1664393231
34201,28331,LAX,EWR,AS322,ASA322,1664390052,1670876871
34202,15047,LAX,DFW,AA2976,AAL2976,1664390052,1664393232
34203,18665,LAX,PHX,WN1909,SWA1909,1664390053,1664391787
34204,22387,SJC,AUS,AS3460,SKW3460,1664390052,1664393233
34205,15707,SEA,SJD,AS144,ASA144,1664390052,1664393231
34206,28332,LAX,ASE,AA3018,SKW3018,1664390052,1664393292
34207,20531,LAX,XNA,AA6256,SKW6256,1664390053,1664393232
34208,16068,LAX,CUN,DL2794,DAL2794,1664390051,1670879493
34209,4900,LAX,BNA,DL522,DAL522,1664390052,1664393231
34210,28333,LAX,RDU,DL766,DAL766,1664390051,1664393232
34211,21163,CLD,,1I558,EJA558,1664390051,1664393292
34212,28334,SCL,BBA,LA75,LAN075,1664390052,1664392271
34213,17591,YVR,LAX,AC552,ACA552,1664390051,1670876868
34214,22101,MUC,YVR,LH476,DLH476,1664390054,1666215692
34215,19849,SCL,PUQ,LA291,LXP291,1664390050,1664393232
34216,28335,NAT,REC,AD4714,AZU4714,1664390051,1664392467
34217,24782,PHX,OGG,AA432,AAL432,1664390052,1666215694
34218,28336,BBA,PMC,H2434,SKU434,1664390052,1664391466
34219,4211,LIS,VCP,AD8753,AZU8753,1664390049,1670876340
34220,17617,PUQ,,H22004,SKU2004,1664390053,1664393230
34221,20953,PHX,SMF,AA2085,AAL2085,1664390052,1664393293
34222,28337,REC,FEN,G31862,GLO1862,1664390049,1664390434
34223,18594,ATL,SAN,DL2507,DAL2507,1664390053,1664391997
34224,19953,PHX,LIH,AA684,AAL684,1664390052,1666215690
34225,4058,TPE,LAX,BR12,EVA012,1664390054,1670879492
34226,6803,DRW,ADL,JQ693,JST693,1664390050,1664393230
34227,28338,DFW,PHX,NK1971,NKS1971,1664390052,1664392115
34228,10016,DRW,MEL,JQ677,JST677,1664390054,1664393230
34229,28339,TUS,LAX,AA6244,SKW6244,1664390053,1664392176
34230,4186,AKL,SIN,NZ282,ANZ282,1664390051,1666215691
34231,10667,FLL,LAX,B6701,JBU701,1664390051,1664393221
34232,1529,CHC,SYD,QF138,QFA138,1664390053,1670876875
34233,10806,DRW,,CFH25,CFH25,1664390053,1664391710
34234,4125,PHX,HNL,AA692,AAL692,1664390052,1666216083
34235,28341,CHC,IVC,NZ5703,ANZ703M,1664390053,1664391013
34236,5209,SIN,NOU,SB701,ACI701,1664390050,1666215693
34237,20935,TUS,ORD,AA639,AAL639,1664390051,1670876870
34238,28342,DUD,,9U2,MLD2,1664390051,1664390171
34239,15719,LAX,MEX,AM645,AMX645,1664390051,1664393231
34240,18077,MLE,DOH,QR671,QTR671,1664390050,1664393230
34241,3304,CHC,DUD,NZ5741,ANZ741M,1664390051,1664390675
34242,28343,SAN,DFW,AA2743,AAL2743,1664390053,1670879492
34243,21000,MLE,IST,TK731,THY731,1664390050,1670876868
34244,28347,SNA,DFW,AA1810,AAL1810,1664390051,1664393232
34245,28348,BHE,CHC,S8651,SDA651,1664390053,1664390996
34246,28349,DFW,LAX,AA2543,AAL2543,1664390051,1664391971
34247,28350,NPL,CHC,NZ8767,ANZ767L,1664390053,1664391683
34248,28351,HLZ,CHC,NZ5629,ANZ629M,1664390053,1664391889
34249,28352,LAX,IAD,UA2607,UAL2607,1664390052,1664393293
34250,28353,TRG,CHC,NZ8807,ANZ807L,1664390052,1664391085
34251,28354,TIJ,MEX,AM185,AMX185,1664390051,1664393231
34252,23219,CHC,WLG,JQ286,JST286,1664390051,1664391652
34253,17100,PAE,PHX,AS2238,QXE2238,1664390052,1664391955
34254,3356,WLG,CHC,NZ5327,ANZ327M,1664390051,1664391349
34255,25323,CUU,TIJ,E7314,ESF314,1664390053,1664391889
34256,3352,PMR,CHC,NZ5189,ANZ189M,1664390053,1664391651
34257,28355,PHX,BFL,AA5909,ASH5909,1664390051,1664391974
34258,28356,ABQ,LAS,WN3235,SWA3235,1664390051,1664392082
34259,16022,ORD,SNA,AA2089,AAL2089,1664390051,1664392015
34260,28357,NPE,CHC,NZ5771,ANZ771M,1664390051,1664392031
34261,3230,EWR,PHX,AA2351,AAL2351,1664390051,1664393232
34262,3401,LAS,SBA,WN1104,SWA1104,1664390051,1664391422
34263,18608,SMF,LAX,WN2136,SWA2136,1664390051,1664391986
34264,28358,ORD,LAX,AA2184,AAL2184,1664390050,1664392599
34265,7119,MIA,LAX,AA1536,AAL1536,1664390053,1664391917
34266,28359,VNY,HPN,EJM242,EJM242,1664390052,1664393291
34267,20598,SNA,LAS,WN1301,SWA1301,1664390053,1664391965
34268,20655,LAS,SAT,WN2506,SWA2506,1664390050,1664393233
34269,28361,SLC,ONT,DL2256,DAL2256,1664390053,1670879495
34270,24365,SJD,TIJ,Y4437,VOI437,1664390051,1664391596
34271,28363,PSP,SFO,AS3458,SKW3458,1664390052,1670879493
34272,23902,JFK,SNA,AA976,AAL976,1664390053,1664393220
34273,7337,PHX,SAN,AA2757,AAL2757,1664390053,1664393191
34274,20580,SMF,SAN,WN1778,SWA1778,1664390051,1664391440
34275,18471,SAN,PHX,WN719,SWA719,1664390052,1664393225
34276,18618,SFO,SAN,UA2085,UAL2085,1664390052,1664391516
34277,17379,LAS,PHX,WN2781,SWA2781,1664390053,1664392396
34278,28366,DAL,,WN9004,SWA9004,1664390053,1664392194
34279,17356,PHX,SNA,WN2768,SWA2768,1664390052,1666215688
34280,28368,LAS,OAK,WN139,SWA139,1664390053,1664393292
34281,28369,SJC,SAN,WN346,SWA346,1664390051,1664393001
34282,13382,LAX,ATL,AA990,AAL990,1664390052,1664393232
34283,2673,SNA,DEN,UA2300,UAL2300,1664390053,1670879499
34284,2088,OAK,PHX,WN132,SWA132,1664390053,1664393196
34285,28370,CUU,TIJ,VB3104,VIV3104,1664390051,1664391234
34286,2610,ONT,CVG,5Y3754,GTI3754,1664390053,1664393231
34287,21167,BOS,PHX,AA592,AAL592,1664390051,1664393228
34288,28374,SNA,SLC,WN1176,SWA1176,1664390052,1664393291
34289,3302,LAX,EWR,B61374,JBU1374,1664390052,1664393232
34290,17431,SNA,PDX,AS49,ASA49,1664390051,1670879494
34291,10407,SLC,LAX,DL1008,DAL1008,1664390051,1664392153
34292,17326,SFO,LAX,AA6300,SKW6300,1664390052,1664391623
34293,28379,LAS,BUR,WN657,SWA657,1664390052,1664392805
34294,18713,PHX,LAX,DL3650,SKW3650,1664390053,1664391471
34295,20451,ONT,OAK,WN1585,SWA1585,1664390051,1664393240
34296,16268,MDW,PHX,WN1614,SWA1614,1664390051,1664391534
34297,3378,PHX,LAS,WN2173,SWA2173,1664390051,1664392704
34298,24037,LAS,LAX,NK1719,NKS1719,1664390053,1664392287
34299,21518,ABQ,BUR,WN2903,SWA2903,1664390053,1664391447
34300,28383,SEA,SIN,DL9937,DAL9937,1664390052,1664393292
34301,16210,PHX,SAN,WN2111,SWA2111,1664390051,1664393232
34302,20391,SJC,BUR,WN1198,SWA1198,1664390052,1664392749
34303,8685,HGH,CAI,MS954,MSR954,1664390050,1666215690
34304,15053,DFW,LAS,AA1537,AAL1537,1664390053,1664391448
34305,28386,YYC,PHX,WS1402,WJA1402,1664390053,1664391255
34306,9815,FRA,ICN,OZ796,AAR796,1664390050,1664393230
34307,15378,DFW,NRT,JL6713,JAL6713,1664390046,1664393233
34308,16242,SJC,LGB,WN1844,SWA1844,1664390053,1664391178
34309,1969,MUC,HND,LH714,DLH714,1664390050,1666215692
34310,14104,DOH,CCU,QR540,QTR540,1664390053,1670876360
34311,23173,HRB,LAX,HU745,CHH745,1664390048,1666215693
34312,11573,MXP,ANC,KZ51,NCA051,1664390039
34313,22567,YYZ,LAX,AC789,ACA789,1664390051,1664393230
34314,5514,AMD,BOM,6E6794,IGO6794,1664390053,1664391638
34315,2335,MNL,YVR,PR116,PAL116,1664390050,1670879492
34316,28387,LAS,RAL,GAJ817,GAJ817,1664390052,1666215693
34317,17528,PVG,FCO,IB2820,IBE2820,1664390050,1666215691
34318,5027,JFK,PHX,B62135,JBU2135,1664390051,1664393169
34319,1757,LHR,HND,JL42,JAL42,1664390050,1670879493
34320,3546,CRK,DXB,EK325,UAE325,1664390051,1664393232
34321,28390,LHR,CAN,CZ304,CSN304,1664390052,1664393232
34322,16717,BOM,SIN,SQ423,SIA423,1664390052,1664393230
34323,8623,,,4B8152,TUP8152,1664390050,1664392202
34324,16053,LAS,SNA,NK2906,NKS2906,1664390052,1664392923
34325,1241,HAN,BOM,VJ907,VJC907,1664390010,1664390010
34326,20891,BOM,HKG,CX40,CPA040,1664390052,1666216084
34327,28392,SLC,LGB,DL3936,SKW3936,1664390051,1664391443
34328,11916,BOM,DEL,6E248,IGO248,1664390052,1664393233
34329,19034,KUL,BOM,OD215,MXD215,1664390053,1664390190
34330,28394,SNA,PRB,WCC60,WCC60,1664390052,1664392619
34331,26430,FLG,PHX,AA4951,SKW4951,1664390052,1664391464
34332,6972,GOI,AMD,6E6023,IGO6023,1664390050,1664391944
34333,28395,LAX,HNL,UA1224,UAL1224,1664390052,1664393290
34334,9549,MAA,BOM,6E5385,IGO5385,1664390053,1664390322
34335,14260,BOM,BLR,QP1103,AKJ1103,1664390053,1664393231
34336,6769,BOS,SAN,B6619,JBU619,1664390051
34337,9812,AMD,BOM,G8413,GOW413,1664390052,1664390790
34338,6588,BLR,BOM,6E5344,IGO5344,1664390052,1664390490
34339,28396,DRO,PHX,AA4998,SKW4998,1664390051,1664391150
34340,19824,DEL,BOM,6E2114,IGO2114,1664390053,1664391162
34341,4130,DEL,BOM,AI814,AIC814,1664390050,1664390638
34342,6580,IXE,DEL,6E2408,IGO2408,1664390050,1664393231
34343,28399,DAC,MCT,BG721,BBC721,1664390052,1664393232
34344,20368,ELP,PHX,AA2119,AAL2119,1664390051,1664393232
34345,5463,NAG,BOM,6E6253,IGO6253,1664390052,1664390934
34346,9878,PNQ,BLR,I5975,IAD975,1664390050,1664393231
34347,28402,APC,BUR,GAJ902,GAJ902,1664390051,1670879497
34348,6556,JAI,PNQ,6E385,IGO385,1664390052,1664390592
34349,4972,LAX,LAS,AA2479,AAL2479,1664390053,1664393230
34350,20981,ABQ,PHX,WN2161,SWA2161,1664390052,1664391152
34351,11901,CCU,PNQ,6E476,IGO476,1664390052,1664390984
34352,7710,AMD,HYD,6E383,IGO383,1664390053,1664392693
34353,5469,LKO,DXB,6E1087,IGO1087,1664390051,1664393231
34354,2352,BOM,BKK,TG318,THA318,1664390053,1670876361
34355,28406,SNA,ATL,DL1056,DAL1056,1664390053,1670921543
34356,3533,LKO,MCT,OV796,OMS796,1664390051,1664393231
34357,6619,BLR,IDR,6E747,IGO747,1664390049,1664390049
34358,998,BKK,DXB,EK363,UAE363,1664390053,1664393231
34359,3083,DAC,DXB,FZ584,FDB584,1664390051,1664393231
34360,20082,SAN,TUS,WN1718,SWA1718,1664390049,1664391631
34361,28409,NAG,PNQ,6E835,IGO835,1664390052,1664392436
34362,6960,DEL,HYD,SG8105,SEJ8105,1664390052,1664393078
34363,6988,DEL,BLR,6E6565,IGO6565,1664390051,1664393231
34364,6613,DEL,HYD,6E155,IGO155,1664390052,1664391566
34365,5491,BLR,DEL,I5749,IAD749,1664390052,1670876875
34366,11787,MAA,DEL,6E2098,IGO2098,1664390052,1664393233
34367,21371,CGP,DXB,FZ592,FDB592,1664390052,1664393231
34368,17049,LAS,PDX,AS833,ASA833,1664390052,1664393293
34369,15217,CGP,SHJ,BG151,BBC151,1664390051,1664393231
34370,28414,ONT,SAN,UA2066,UAL2066,1664390053,1664391282
34371,13308,BOM,CCU,6E6088,IGO6088,1664390051,1664393232
34372,22167,RUH,HKG,SV970,SVA970,1664390051,1664393231
34373,2501,TPE,DXB,EK367,UAE367,1664390051,1670876873
34374,3514,JED,DAC,SV802,SVA802,1664390051,1664393232
34375,1230,DOH,MNL,QR934,QTR934,1664390051,1666216084
34376,11617,PAT,HYD,6E6962,IGO6962,1664390050,1664392373
34377,15218,DAC,AUH,BG327,BBC327,1664390051,1666215693
34378,28421,PRC,CLD,ERU97,ERU97,1664390051,1664391603
34379,1164,HAN,IST,TK165,THY165,1664390051,1666215691
34380,20661,CEN,TIJ,Y4401,VOI401,1664390051,1664390921
34381,8559,JAI,DMK,FD131,AIQ131,1664390052,1664393231
34382,8031,KWI,HAN,CV4573,CLX4573,1664390051,1664393233
34383,25705,BKK,IST,TK69,THY69,1664390052,1670879493
34384,4763,CCU,BOM,SG489,SEJ489,1664390052,1670876320
34385,28424,JAX,BUR,KOW51,KOW51,1664390051,1664391896
34386,6703,MNL,IST,TK85,THY85,1664390052,1670879496
34387,28425,GUP,PHX,AN4,WSN4,1664390053,1664393232
34388,3531,DXB,CCU,FZ459,FDB459,1664390050,1664393231
34389,16018,BNA,BUR,WN1837,SWA1837,1664390050,1670879495
34390,4655,BOS,LAX,B6287,JBU287,1664390051,1664393233
34391,16004,OAK,BUR,WN1915,SWA1915,1664390053,1664390642
34392,28438,IPL,LAS,9X711,FDY711,1664390051,1664391630
34393,28451,SJC,LAS,1I332,EJA332,1664390052,1664391215
34394,17040,OAK,PSP,WN181,SWA181,1664390053,1664390536
34395,28458,PHX,LAX,UA4773,SKW4773,1664390053,1664390943
34396,28459,PHX,BUR,AA475,AAL475,1664390052,1664393231
34397,28461,SLC,PSP,DL4018,SKW150K,1664390053,1664390902
34398,28462,FCO,ZRH,LX1733,SWR1733,1664390050,1670876869
34399,5215,DUB,NAP,FR6840,RYR89BZ,1664390051,1664391969
34400,7462,NCE,FCO,AZ355,ITY355,1664390051,1664390953
34401,28467,VCV,,REH43,REH43,1664390053,1664391894
34402,28468,KWI,VRN,VJT547,VJT547,1664390052,1664391310
34403,28469,SAL,LAX,AV522,TAI522,1664390053,1664391461
34404,8793,CTA,FCO,AZ1712,ITY1712,1664390051,1664390786
34405,6212,MUC,FCO,LH1872,DLH5TP,1664390052,1670876871
34406,8714,BVA,CIA,FR9636,RYR21VG,1664390051,1664390984
34407,28476,YUM,MSC,OXF5643,OXF5643,1664390052,1664393233
34408,28477,VNY,STL,XOJ360,XOJ360,1664390052,1664393230
34409,13416,VIE,FCO,OS505,AUA505K,1664390053,1664393111
34410,18571,OAK,SNA,WN2464,SWA2464,1664390050,1664390943
34411,25417,MXP,SUF,U22865,EJU642T,1664390052,1664393225
34412,28480,IAD,ASE,FTH102,FTH102,1664390053,1664393232
34413,15111,BDS,BGY,FR5619,RYR48RC,1664390053,1664392240
34414,28482,PHL,SFO,1I763,EJA763,1664390052,1664393291
34415,7518,LIN,PEG,SIO613,SIO613,1664390052,1664390224
34416,28483,HPN,PGA,EJM34,EJM34,1664390053,1664392673
34417,28485,TYS,APA,LXJ416,LXJ416,1664390051,1664393230
34418,18544,STP,SCF,EJM721,EJM721,1664390053,1664393293
34419,16148,DEN,FLG,UA5235,SKW5235,1664390044,1664390092
34420,12565,PSA,OTP,FR6284,RYR8PE,1664390053,1664393291
34421,28488,AOI,BGY,DJ6401,SRR6401,1664390052,1670876869
34422,11539,JTR,NTE,V72259,VOE22VR,1664390051,1664393233
34423,28491,ASE,DAY,LXJ583,LXJ583,1664390051,1664393233
34424,28494,BUR,MMU,EDG49,EDG49,1664390052,1664393233
34425,28496,HSH,ILM,FTH991,FTH991,1664390052,1664393231
34426,28498,APA,,1I753,EJA753,1664390053,1664393232
34427,28500,TIA,BGY,W63869,WZZ8AS,1664390053,1664392550
34428,10718,VCE,CTA,W68182,WZZ40,1664390050,1664393231
34429,28505,BZN,OAK,1I764,EJA764,1664390053,1664393230
34430,28506,IDA,TME,1I789,EJA789,1664390053,1670876363
34431,4402,IST,VCE,TK1869,THY5VF,1664390051,1664391534
34432,9073,JTR,STN,FR2907,RYR4BN,1664390052,1664393230
34433,20909,MSC,CGZ,OXF4263,OXF4263,1664390049,1664393233
34434,28512,VNY,MSN,FTH399,FTH399,1664390053,1670876869
34435,28514,CMH,LAS,TIV685,TIV685,1664390053,1664393231
34436,20448,LGB,AMW,1I564,EJA564,1664390053,1666215692
34437,28515,MSC,,OXF1010,OXF1010,1664390050,1664393231
34438,7332,HER,LHR,BA2553,BAW205E,1664390052,1664393231
34439,28517,OAK,GAI,1I761,EJA761,1664390053,1664393231
34440,5580,LHR,AMM,BA312,BAW312,1664390051,1664393232
34441,7678,LTN,SPU,W97902,WUK1292,1664390051,1664391663
34442,28522,EGE,AVL,JRE852,JRE852,1664390052,1670876870
34443,2104,ATL,SEA,DL334,DAL334,1664390052,1664393293
34444,19548,YVR,LAS,WS1788,WJA1788,1664390051,1664390977
34445,4044,LGW,JTR,U28767,EZY92RU,1664390051,1664393232
34446,28530,MCI,DEN,WN2427,SWA2427,1664390052,1664392272
34447,28531,AMA,MRY,JIT757,JIT757,1664390051,1664393291
34448,28532,PHX,SAN,XE420,JSX420,1664390053,1664391010
34449,11552,CFU,LUX,LG874,LGL74KR,1664390052,1664393232
34450,4277,LUX,AMM,CV8923,CLX8923,1664390052,1664393232
34451,28535,MGY,MSP,1I653,EJA653,1664390052,1664393291
34452,10072,CFU,STN,FR1803,RYR8NF,1664390053,1664393232
34453,20611,DEN,TUL,WN1798,SWA1798,1664390052,1664392070
34454,7158,BDS,BSL,U21238,EZS78HQ,1664390052,1664393232
34455,28539,DEN,DSM,WN1754,SWA1754,1664390051,1664392769
34456,28540,MSC,,OXF9610,OXF9610,1664390051,1664393231
34457,23878,DEN,OMA,F9727,FFT727,1664390052,1670876868
34458,24524,ONT,SMF,WN1788,SWA1788,1664390052,1664393293
34459,28542,PHX,IND,WN2421,SWA2421,1664390050,1664393232
34460,16174,MKE,PHX,WN679,SWA679,1664390052,1664390588
34461,8940,FCO,HEL,AY1764,FIN7NB,1664390053,1664393291
34462,28543,DEN,OMA,WN2322,SWA2322,1664390051,1664392733
34463,28544,ONT,PHX,WN302,SWA302,1664390050,1664393081
34464,28545,DEN,CLE,WN430,SWA430,1664390053,1664393232
34465,11513,MXP,BRI,U22835,EJU391P,1664390051,1664391822
34466,28547,PRC,GCN,ERU61,ERU61,1664390051,1664391401
34467,28549,MSC,TUS,OXF8128,OXF8128,1664390051,1664391630
34468,28550,JFK,LAX,DL1379,DAL1379,1664390052,1664393233
34469,13888,BLQ,IST,TK1326,THY9BJ,1664390052,1664393233
34470,28552,BOS,LAX,DL473,DAL473,1664390050,1670879492
34471,28554,MSC,YUM,OXF5345,OXF5345,1664390051,1664392515
34472,8763,EWR,SNA,UA458,UAL458,1664390052,1664393293
34473,28555,MCI,LAS,WN2129,SWA2129,1664390050,1666215691
34474,8994,VRN,JMK,V71864,VOE18KX,1664390052,1664393232
34475,6746,DFW,ANC,CX2091,CPA2091,1664390051,1664393291
34476,392,IAS,BCN,W63685,WZZ9630,1664390051,1670876870
34477,24217,DTW,DEN,WN2742,SWA2742,1664390052,1664392152
34478,10715,TLV,ZRH,LX253,SWR253,1664390053,1664393232
34479,20913,MSC,,OXF9203,OXF9203,1664390052,1664392602
34480,28558,BED,,1I239,EJA239,1664390053,1664393232
34481,5191,MAN,HER,LS911,EXS23C,1664390052,1664393231
34482,21057,MSC,CGZ,OXF6881,OXF6881,1664390051,1664393233
34483,21605,BNA,LAS,WN743,SWA743,1664390051,1664393292
34484,26466,ZAD,CGN,FR5283,RYR4CX,1664390053,1664393232
34485,3088,SSH,LGW,BY653,TOM6FE,1664390052,1664393232
34486,28560,DEN,DAL,WN2343,SWA2343,1664390053,1664392872
34487,8738,VIE,NAP,FR9475,RYR4YJ,1664390051,1664392391
34488,28562,SBD,BDL,8C3414,ATN3414,1664390053,1664393232
34489,6132,BDS,TRN,FR8913,RYR803R,1664390052,1664393232
34490,16019,SFO,DCA,UA1954,UAL1954,1664390052,1670879496
34491,28565,LAX,JFK,DL392,DAL392,1664390053,1670879494
34492,20018,LAS,LAX,AA2690,AAL2690,1664390050,1664393217
34493,28567,LAS,EWR,UA2266,UAL2266,1664390053,1664393232
34494,28569,ONT,ILN,8C3448,ATN3448,1664390051,1664393233
34495,28570,LAS,MDW,WN2301,SWA2301,1664390052,1664393232
34496,28572,DEN,LGA,WN3038,SWA3038,1664390052,1664393233
34497,8683,ZRH,HRG,SM2921,MSC2921,1664390052,1666216081
34498,10353,SFO,ILN,8C3410,ATN3410,1664390053,1664393231
34499,2789,YVR,AUS,AC1062,ACA1062,1664390053,1664393232
34500,21211,DEN,CMH,WN1486,SWA1486,1664390051,1664393231
34501,28576,CNY,OKC,ERY77,ERY77,1664390051,1664393066
34502,3467,NAP,BER,U24576,EJU37BP,1664390050,1664393291
34503,28577,SFO,RDU,UA472,UAL472,1664390050,1670879499
34504,28579,BOI,DEN,WN1792,SWA1792,1664390051,1664393223
34505,19920,AZA,FSD,G4648,AAY648,1664390053,1664393221
34506,6141,ATH,EIN,HV6710,TRA1X,1664390051,1664393232
34507,25117,LAS,ORD,AA2258,AAL2258,1664390052,1664393231
34508,8832,PRG,CTA,W68210,WZZ200,1664390053,1664393231
34509,28585,LAX,ORD,NK643,NKS643,1664390051,1670876870
34510,5620,KRK,AOI,FR4490,RYR6FB,1664390052,1664392148
34511,23731,DEN,LIT,WN913,SWA913,1664390052,1670876871
34512,28587,LAS,BNA,NK415,NKS415,1664390052,1664393232
34513,2678,DEN,ROC,F9866,FFT866,1664390053,1664393231
34514,28595,CVG,SCK,5Y3705,GTI3705,1664390053,1670876869
34515,4658,DFW,JAC,AA1991,AAL1991,1664390053,1664393291
34516,28596,RFD,ONT,5Y3804,GTI3804,1664390052,1670876870
34517,12159,JFK,LAS,DL512,DAL512,1664390052,1670876870
34518,25693,PSA,TIA,2B230,AWT230,1664390051,1664392259
34519,17386,SNA,SFO,AS3450,SKW3450,1664390053,1670879493
34520,28598,DFW,ICN,KE32,KAL032,1664390052,1670879490
34521,24912,DFW,SJC,AA2834,AAL2834,1664390053,1670876871
34522,28600,IAH,SLC,DL1442,DAL1442,1664390053,1670879491
34523,19148,YYZ,LAS,AC1859,ROU1859,1664390053,1664393291
34524,21042,STL,SJC,WN1401,SWA1401,1664390053,1664393291
34525,21410,PIT,LAS,WN2302,SWA2302,1664390052,1664393231
34526,28604,ATL,SEA,DL2224,DAL2224,1664390053,1670876870
34527,7227,BRS,KGS,BY6342,TOM91W,1664390052,1664393233
34528,17110,JFK,LAX,DL351,DAL351,1664390051,1670876870
34529,28606,DEN,ELP,UA4245,UCA4245,1664390052,1664393217
34530,28607,MDW,LAX,WN1766,SWA1766,1664390052,1664393233
34531,5015,BOS,SFO,B633,JBU33,1664390053
34532,3298,JFK,LAX,AA255,AAL255,1664390052,1664393231
34533,28610,FDY,ELP,RAX317,RAX317,1664390051,1664393232
34534,28611,HER,RTM,OR90,TFL090,1664390050,1664393231
34535,22798,VCE,TIA,2B224,AWT224,1664390053,1664392332
34536,21767,DEN,AVL,G4219,AAY219,1664390053,1664393231
34537,28614,MSC,,OXF3966,OXF3966,1664390053,1664393230
34538,28615,LAS,MSP,DL938,DAL938,1664390051,1664393231
34539,28617,BJC,DAL,XE551,JSX551,1664390051,1664393232
34540,28618,LAS,DTW,DL1684,DAL1684,1664390052,1670876870
34541,28620,SEA,FLL,AS122,ASA122,1664390053,1670876868
34542,16115,LAS,ATL,DL1543,DAL1543,1664390051,1670876334
34543,10860,TPS,WMI,FR2308,RYR2308,1664390052,1664393291
34544,21808,DEN,ORD,UA2312,UAL2312,1664390053,1670876871
34545,9838,TIA,MXP,W66609,WZZ63SJ,1664390051,1664393233
34546,28622,SLC,PHL,DL901,DAL901,1664390053,1664393233
34547,6368,GVA,IST,TK1920,THY5WY,1664390051,1664393232
34548,16129,LAX,PHL,AA1799,AAL1799,1664390051,1664393231
34549,28624,VNY,CLD,1I675,EJA675,1664390051,1664391312
34550,17163,LAX,TUL,AA6311,SKW6311,1664390050,1664391942
34551,3809,BDS,ZRH,LX1721,SWR179H,1664390053,1664393232
34552,25031,JFK,LAX,DL2789,DAL2789,1664390053,1664392480
34553,12044,FRA,RHO,A3481,AEE481,1664390053,1664393232
34554,2483,SAN,PHL,AA1627,AAL1627,1664390051,1664393231
34555,22392,GEG,SAN,AS108,ASA108,1664390052,1664390491
