ID,plane,src,dest,flightnr,callsign,start,endTime
14980,16840,PEK,SHA,MU5128,CES5128,1663253363,1663253363
14981,16841,ICN,HAN,OZ955,AAR955,1663253374,1663253374
14982,16842,CAN,PVG,CA1866,CCA1866,1663253370,1663253370
14983,14522,YNJ,PVG,MU5652,CES5652,1663253375,1663253375
14984,16843,DLC,PVG,FM9510,CSH9510,1663253362,1663253362
14985,15315,JMU,PVG,CA8330,CCA8330,1663253374,1663428207
14986,1431,NRT,CAN,NH8489,ANA8489,1663253375,1663253375
14987,16844,ICN,CAN,FX6231,FDX6231,1663253371,1663253371
14988,13470,HRB,NGB,9C8684,CQH8684,1663253371,1663428210
14989,16845,KIX,,O36994,CSS6994,1663253305,1663253305
14990,16846,ORD,PVG,CAO1056,CAO1056,1663253373,1663253373
14991,905,WUX,ANC,5Y524,GTI524,1663253377,1663253377
14992,16847,NRT,SZX,5X118,UPS118,1663253369,1663428210
14993,16848,ICN,SGN,YP6651,APZ6651,1663253377,1663253377
14994,4917,PVG,ANC,PO998,PAC998,1663253375,1663253375
14995,16849,NRT,CAN,FX5153,FDX5153,1663253373,1663428210
14996,9815,SGN,ICN,OZ392,AAR392,1663253374,1663253374
14997,16850,ICN,HAN,KE9565,KAL9565,1663253376,1663428213
14998,16851,ICN,PVG,KE315,KAL315,1663253376,1663253376
14999,2054,ICN,SZX,KE827,KAL827,1663253376,1663428209
15000,16852,NRT,PVG,NH8431,ANA8431,1663253375,1663253375
15001,4284,NRT,CKG,3U3938,CSC3938,1663253373,1663253373
15002,1429,KIX,CAN,FX5199,FDX5199,1663253375,1663253375
15003,16853,PVG,ANC,FX5282,FDX5282,1663253374,1663253374
15004,1392,KIX,PVG,FX9193,FDX9193,1663253376,1663253376
15005,12183,TPE,NGO,PO224,PAC224,1663253374,1663253374
15006,16856,NRT,,CF240,CYZ240,1663253376,1664276135
15007,3754,NRT,DOH,QR807,QTR807,1663253375,1663428213
15008,16857,NRT,DXB,EK319,UAE319,1663253374,1663428211
15009,6704,KIX,CTU,3U3880,CSC3880,1663253373,1663428210
15010,16858,NRT,PVG,NH8431,ANA843A,1663253375,1663253375
15011,996,YHY,YZF,8T241,TIN241,1663253369,1663253369
15012,16860,YZF,YCO,SUT7111,SUT7111,1663253374,1663253374
15013,16861,YFS,YZF,8T222,CFOPN,1663253374,1663253374
15014,16862,YEG,YZF,SUT8091,SUT8091,1663253375,1663253375
15015,16863,YEG,YZF,5T244,AKT244,1663253375,1663428212
15016,996,YZF,YZF,8T806,TIN806,1663253370,1663253370
15017,9195,LFW,LBV,KP60,SKK060,1663253374,1663428209
15018,16864,LFW,ACC,KP20,SKK020,1663253374,1663253374
15019,2796,BGF,DLA,WB213,RWD213,1663253373,1663253373
15020,2417,BCN,JFK,AA67,AAL67,1663253369,1663428213
15021,2112,CDG,DFW,AA49,AAL49,1663253356
15022,917,FRA,IAD,UA988,UAL988,1663253377,1664393231
15023,16865,YHZ,MAD,AC7212,ACA7212,1663253369,1663253369
15024,8235,LHR,IAD,UA919,UAL919,1663253377,1663253377
15025,1658,MAD,BOS,IB6165,IBE6165,1663253373,1663253373
15026,16866,AMS,ATL,DL75,DAL75,1663253373,1663253373
15027,16867,CDG,YQB,AF352,AFR352,1663253369,1663428209
15028,16868,BCN,YUL,AC823,ACA823,1663253373,1663253373
15029,16869,CDG,BOS,AF334,AFR334,1663253377,1663428209
15030,510,MIA,AMS,MP7122,MPH7122,1663253369,1663253369
15031,13062,FCO,JFK,DL153,DAL153,1663253369,1670876362
15032,353,NTE,YUL,TS603,TSC603,1663253377,1663253377
15033,2130,LYS,YUL,TS573,TSC573,1663253369,1663253369
15034,2117,LHR,EWR,UA147,UAL147,1663253369,1663428209
15035,16870,CDG,IAD,AF54,AFR054,1663253369,1663428213
15036,16871,ORY,YUL,SS900,CRL900,1663253369,1663253369
15037,11942,MXP,JFK,NO787,NOS787,1663253373,1663253373
15038,2828,ATH,ORD,AA161,AAL161,1663253377,1664393232
15039,16872,CDG,ATL,AF688,AFR688,1663253377,1663428205
15040,16873,LGW,PVR,BY14,TOM014,1663253373,1663253373
15041,3764,ZRH,ORD,LX8,SWR8T,1663253373,1663253373
15042,13916,CDG,JFK,DL265,DAL265,1663253369,1663428205
15043,16874,CUN,EZE,AR1371,ARG1371,1663253373,1663253373
15044,2696,MUC,ORD,UA952,UAL952,1663253377
15045,16875,MUC,IAD,UA107,UAL107,1663253373,1670876335
15046,16876,LIM,PTY,CM436,CMP436,1663253376,1663253376
15047,13989,LGW,YQB,TS493,TSC493,1663253373,1663253373
15048,2825,FRA,IAD,LH418,DLH418,1663253373,1663428209
15049,16877,ASU,PTY,CM290,CMP290,1663253376,1663428210
15050,16878,FCO,CLT,AA721,AAL721,1663253373,1663253373
15051,16879,ZRH,YUL,LX86,SWR86,1663253377,1663428205
15052,16880,BOG,LET,AV9486,AVA9486,1663253374,1663253374
15053,6317,LHR,MIA,AA39,AAL39,1663253369,1663428213
15054,1149,MXP,JFK,DL185,DAL185,1663253377,1663428209
15055,1464,LIM,MIA,LA2464,LPE2464,1663253354,1663253354
15056,12263,GVA,YUL,AC885,ACA885,1663253369,1663428213
15057,16881,ZRH,BOS,LX54,SWR48AW,1663253373,1664276096
15058,5073,BOG,MEX,M76344,MAA6344,1663253376,1663253376
15059,2125,ATH,EWR,UA125,UAL125,1663253373,1664393231
15060,16882,BOG,PTY,P57068,RPB7068,1663253375,1663253375
15061,16883,DFW,BRU,QR8132,QTR79K,1663253369,1663253369
15062,15207,BCN,PHL,AA743,AAL743,1663253377,1663253377
15063,16884,BOG,ADZ,AV9374,AVA9374,1663253374,1663428210
15064,16885,BOG,SMR,VH5594,VVC5594,1663253374,1663253374
15065,8382,BOG,CUC,VH5764,VVC5764,1663253374,1663253374
15066,16887,BGA,BOG,AV9461,AVA9461,1663253374,1663253374
15067,16888,BOG,CLO,AV8465,AVA8465,1663253376,1663253376
15068,16889,EOH,,9R8744,NSE8744,1663253369,1663253369
15069,16890,BOG,SMR,AV9714,AVA9714,1663253376,1663428211
15070,16891,BOG,AXM,AV4887,AVA4887,1663253375,1663253375
15071,16892,CTG,BOG,LA4099,ARE4099,1663253376,1663253376
15072,16893,VVC,MSK,VE7759,EFY7759,1663253374,1663253374
15073,16894,TCO,CLO,VE7795,EFY7795,1663253374,1663253374
15074,16896,CLO,GPI,VE6908,EFY6908,1663253374,1663253374
15075,16897,PSO,BOG,AV8584,AVA8584,1663253376,1663253376
15076,16898,BOG,MDE,LA4000,ARE4000,1663253375,1664276135
15077,16899,CLO,GPI,9R8652,NSE8652,1663253374,1663253374
15078,16900,EOH,RON,VE9090,EFY9090,1663253374,1663253374
15079,16902,BOG,FLA,VE9034,EFY9034,1663253375,1663253375
15080,16903,BOG,CTG,LA4096,ARE4096,1663253374,1663428212
15081,16904,SMR,MDE,VH5701,VVC5701,1663253376,1663253376
15082,15332,CTG,PEI,VH5673,VVC5673,1663253375,1663253375
15083,16908,BOG,UIO,LA1441,LNE1441,1663253376,1663253376
15084,16909,CLO,PSO,LA4368,ARE4368,1663253373,1663253373
15085,16913,BOG,MZL,VE7834,EFY7834,1663253376,1663253376
15086,16914,CLO,IPI,9R8654,NSE8654,1663253376,1663253376
15087,16916,UIB,BSC,VE8960,EFY8960,1663253376,1663253376
15088,16919,BOG,BAQ,JK1168,ACL1168,1663253376,1663253376
15089,16929,CLO,BOG,AV8471,AVA8471,1663253369,1663253369
15090,16930,CLO,BOG,AV8418,AVA8418,1663253376,1663253376
15091,16931,BOG,MDE,AV9310,AVA9310,1663253304,1663253304
15092,16932,BAQ,BOG,LA4125,ARE4125,1663253375,1663679519
15093,16933,CTG,PEI,U05370,ULS5370,1663253376,1663253376
15094,16935,BOG,PSO,LA4316,ARE4316,1663253375,1663253375
15095,16936,BOG,PSO,AV9401,AVA9401,1663253375,1663253375
15096,16938,PEI,BOG,LA4211,ARE4211,1663253376,1663253376
15097,2122,WAW,ORD,LO1,LOT1,1663253375,1664276135
15098,16942,KEF,,2D3130,EAL3130,1663253373,1663253373
15099,16943,ARN,KEF,FI307,ICE307,1663253374,1663253374
15100,16944,CNP,,FNA508,FNA508,1663253374,1663253374
15101,9657,GLA,KEF,FI431,ICE431,1663253375,1663253375
15102,1503,LHR,KEF,FI451,ICE451,1663253375,1663253375
15103,1502,OSL,KEF,FI323,ICE75T,1663253374,1663253374
15104,16951,RKV,EGS,FI68,ICE68G,1663253374,1663253374
15105,1512,HAM,KEF,FI511,ICE71B,1663253375,1663253375
15106,16952,CPH,AEY,3L124,HFM124,1663253371,1663253371
15107,1519,BRU,KEF,FI555,ICE73P,1663253373,1663253373
15108,5950,KEF,FRA,LH857,DLH9CF,1663253373,1663253373
15109,1515,AMS,KEF,FI501,ICE501,1663253374,1663253374
15110,10472,HEL,KEF,FI343,ICE343,1663253374,1663253374
15111,16954,CPH,KEF,FI209,ICE99K,1663253366,1663253366
15112,1514,AMS,KEF,FI507,ICE507,1663253377,1663253377
15113,1498,CPH,KEF,FI205,ICE205,1663253369,1663253369
15114,1181,KUL,MAA,AK13,AXM13,1663253375,1663253375
15115,13021,KUL,COK,AK39,AXM39,1663253375,1663253375
15116,6554,KUL,MCT,WY824,OMA824,1663253375,1663253375
15117,2009,SIN,TRZ,TR564,TGW564,1663253375,1663253375
15118,1981,KNO,PEN,QZ104,AWQ104,1663253375,1663253375
15119,16956,SIN,HEL,AY132,FIN132,1663253373,1663253373
15120,12382,PEN,DMK,FD322,AIQ322,1663253376,1663428212
15121,8502,KUL,BLR,MH192,MAS192,1663253373,1663253373
15122,16957,PEK,LAX,CA601,CCA601,1663253373,1663253373
15123,16958,KUL,CMB,UL315,ALK315,1663253373,1663253373
15124,16959,PEN,KUL,AK6131,AXM6131,1663253373,1663253373
15125,16960,SIN,DXB,EK355,UAE355,1663253376,1663428210
15126,1940,SIN,PEN,AK1730,AXM1730,1663253373,1663253373
15127,1926,PEN,SZB,FY1445,FFM1445,1663253374,1663253374
15128,10567,BKK,KUL,MH781,MAS781,1663253374,1663253374
15129,1924,LGK,KUL,AK6315,AXM6315,1663253376,1663253376
15130,1220,KUL,CCU,AK63,AXM63,1663253376,1663428212
15131,9397,HKT,KUL,AK821,AXM821,1663253376,1663253376
15132,10631,DPS,KUL,AK379,AXM379,1663253376,1663253376
15133,1930,JHB,SZB,FY1349,FFM1349,1663253376,1663253376
15134,16961,HKT,SIN,TR653,TGW653,1663253374,1664276136
15135,10408,SIN,HYD,SQ520,SIA520,1663253375,1663253375
15136,6199,KUL,ANC,CV2434,CLX2434,1663253376,1663253376
15137,8609,HAN,DAD,VN183,HVN183,1663253374,1663253374
15138,2373,SIN,CMB,SQ468,SIA468,1663253375,1663253375
15139,7094,SGN,HAN,QH276,BAV276,1663253373,1663253373
15140,16962,PER,BKK,TG482,THA482,1663253374,1664276099
15141,16963,VII,SGN,VN7263,HVN7263,1663253373,1663428212
15142,16964,MYY,KUL,N7364,NEP364,1663253374,1663253374
15143,13648,DMK,CGK,QZ253,AWQ253,1663253376,1663253376
15144,2007,HPH,SGN,VN1187,HVN1187,1663253373,1663428210
15145,2638,BKI,KUL,AK5121,AXM5121,1663253375,1663253375
15146,16965,SGN,DAD,QH182,BAV182,1663253374,1663253374
15147,2032,BKK,SIN,SQ713,SIA713,1663253376,1663253376
15148,1251,DAD,SGN,VJ639,VJC639,1663253374,1663428209
15149,1990,KCH,JHB,AK5411,AXM5411,1663253374,1663253374
15150,16966,HKG,SIN,CX715,CPA715,1663253373,1663253373
15151,1974,KUL,SIN,TR467,TGW467,1663253318,1663253318
15152,1623,NRT,BKK,JL707,JAL707,1663253371,1664276136
15153,16967,CGK,SIN,TR279,TGW279,1663253376,1663253376
15154,2367,MNL,PNH,PR521,PAL521,1663253373,1663253373
15155,1185,SIN,CDG,SQ9336,SIA9336,1663253375,1663253375
15156,16968,SIN,HYD,TR574,TGW574,1663253375,1663253375
15157,16969,PEN,HKG,LD392,AHK392,1663253374,1663253374
15158,16970,ANC,CAN,FX159,FDX159,1663253374,1664276091
15159,3617,SIN,CDG,AF257,AFR257,1663253374,1663253374
15160,16971,SIN,COK,SQ536,SIA536,1663253375,1663253375
15161,16972,CVG,ICN,K4634,CKS634,1663253373,1663253373
15162,1919,KUL,SIN,MH607,MAS607,1663253376,1663253376
15163,1972,NKG,SIN,TR181,TGW181,1663253369,1663253369
15164,16973,NRT,ICN,NH9177,ANA9177,1663253375,1663253375
15165,16974,MNL,SIN,TR391,TGW391,1663253376,1663253376
15166,16976,NRT,SGN,NH833,ANA833,1663253369,1664276137
15167,6609,SIN,CAN,SQ7820,SIA7820,1663253375,1663253375
15168,16977,PVG,,N8654,NCR654,1663253373,1663253373
15169,1358,KUL,SZX,O37229,CSS7229,1663253369,1663253369
15170,16978,ICN,PNH,OZ739,AAR739,1663253369,1663253369
15171,2055,MNL,SIN,PR509,PAL509,1663253376,1663253376
15172,16979,ANC,CAN,FX6011,FDX6011,1663253376,1663253376
15173,11689,SIN,HKG,SQ898,SIA898,1663252141,1663252141
15174,3482,SIN,DPS,QZ509,AWQ509,1663253376,1664276138
15175,16981,ICN,ANC,FX5928,FDX5928,1663253376,1663253376
15176,921,ICN,SGN,OZ735,AAR735,1663253377,1663679520
15177,8753,AYT,AMM,RJ170,RJA170,1663253376,1663253376
15178,2916,HKT,SIN,SQ739,SIA739,1663253376,1663253376
15179,16982,ICN,ANC,5X99,UPS99,1663253374,1663253374
15180,16983,NRT,SGN,NH8451,ANA8451,1663253369,1664276124
15181,1407,PEN,SIN,TR429,TGW429,1663253375,1663253375
15182,16984,KUL,BKI,MH2626,MAS2626,1663253375,1663253375
15183,8752,AMM,DMM,RJ740,RJA740,1663253376,1663253376
15184,2044,ICN,SGN,TW123,TWB123,1663253373,1663253373
15185,16985,HKG,ANC,5X63,UPS63,1663253372,1663253372
15186,1979,HAN,SIN,SQ193,SIA193,1663253373,1663253373
15187,7031,SIN,CGK,SQ968,SIA968,1663253376,1663253376
15188,2072,SGN,SFO,VN98,HVN98,1663253373,1663253373
15189,16986,AMM,KWI,RJ640,RJA640U,1663253373,1663253373
15190,1999,SBW,KUL,AK5875,AXM5875,1663253374,1663253374
15191,2347,MNL,HAN,PR595,PAL595,1663253369,1663253369
15192,2624,KCH,KUL,AK5209,AXM5209,1663253374,1663253374
15193,830,DAM,MCT,6Q781,SAW781,1663253376,1663253376
15194,10547,KCH,PEN,AK5437,AXM5437,1663253374,1663253374
15195,767,MNL,IST,TK85,THY85,1663253363,1663253363
15196,13326,SIN,CAN,FX6024,FDX6024,1663253373,1663253373
15197,16987,ICN,ANC,PO916,PAC916,1663253376,1664276135
15198,16988,SNN,DXB,FZ9032,FDB9032,1663253374,1663253374
15199,1446,HKG,MNL,5J115,CEB115,1663253373,1663253373
15200,16989,KUL,SZX,5X145,UPS145,1663253369,1663253369
15201,2617,SIN,HND,NH844,ANA844,1663253374,1663253374
15202,10486,NJF,BEY,IA1333,IAW1333,1663253373,1663253373
15203,16990,SIN,MNL,PR512,PAL512,1663253375,1663253375
15204,3505,HKG,JFK,CX846,CPA846,1663253376,1663253376
15205,10601,MYY,JHB,AK5013,AXM5013,1663253375,1663253375
15206,16992,BGW,CAI,MS638,MSR638,1663253373,1663253373
15207,10059,PVG,SYD,MU7561,CES7561,1663253373,1663253373
15208,16993,TPE,SFO,BR18,EVA018,1663253373,1663679521
15209,974,SIN,HND,JL36,JAL36,1663253376,1663253376
15210,2301,MNL,DXB,5J18,CEB018,1663253376,1663253376
15211,1956,KCH,KUL,AK5221,AXM5221,1663253376,1663253376
15212,1779,EBL,BEY,ME325,MEA325,1663253375,1663253375
15213,8561,PEN,BKI,AK5326,AXM5326,1663253376,1663253376
15214,2349,PVG,,PR337,PAL337,1663253373,1663253373
15215,16994,BGW,AYT,IA209,IAW209,1663253377,1663253377
15216,16995,ICN,,AY42,FIN42,1663253376,1663253376
15217,13640,AMM,BGW,RJ814,RJA814T,1663253376,1663253376
15218,16996,BAH,MXP,QY541,BCS541,1663253376,1663253376
15219,16997,TPE,ANC,CI5226,CAL5226,1663253370,1663253370
15220,1190,BSR,EBL,IA911,IAW911,1663253374,1663253374
15221,4901,KIX,ANC,5X105,UPS105,1663253373,1670879493
15222,16998,EBL,BGW,UNO333,UNO333,1663253373,1663253373
15223,5326,BEY,DXB,ME428,MEA428,1663253375,1663253375
15224,1280,IST,BAH,GF44,GFA044,1663253373,1663253373
15225,16999,LUX,DMM,CV8564,CLX8564,1663253376,1663253376
15226,4101,BAH,LUX,CV9733,CLX9733,1663253375,1663253375
15227,17000,IST,AUH,EY96,ETD71B,1663253375,1663679521
15228,17001,RUH,TZX,XY305,KNE305,1663253375,1663253375
15229,10068,SAW,KWI,J9306,JZR306,1663253375,1663253375
15230,11969,IKA,,W51152,IRM1152,1663253375,1663253375
15231,3825,CDG,BOM,AF218,AFR218,1663253374,1664276093
15232,10526,TBS,BAH,GF82,GFA082,1663253374,1663253374
15233,17003,AMS,DMM,KL421,KLM421,1663253374,1663253374
15234,17004,NJF,IKA,ZO3024,IZG3024,1663253376,1663253376
15235,12812,LHR,BAH,GF2,GFA002,1663253376,1664276138
15236,2811,SYD,YVR,QF75,QFA75,1663253237,1663428205
15237,11643,MEB,,AM320,AM320,1663253376,1663253376
15238,15183,SYD,,AM286,AM286,1663253373,1663253373
15239,17005,MEL,,NC7450,JTE7450,1663253375,1663253375
15240,17006,BNE,SYD,QF7334,QFA7334,1663253375,1663253375
15241,11613,SYD,BNE,AWK48,TFR48,1663253373,1663253373
15242,17007,SYD,BNE,QF7343,QFA7343,1663253371,1663253371
15243,9973,SVO,ASF,SU1174,AFL1174,1663253374,1663253374
15244,17008,SVO,AYT,WZ5079,RWZ5079,1663253375,1663253375
15245,12459,AER,SVO,SU6718,SDM6718,1663253374,1663253374
15246,12633,AER,DME,S72046,SBI2046,1663253375,1663253375
15247,1885,AER,SVX,U6220,SVR220,1663253376,1663253376
15248,6456,AYT,KZN,WZ1134,RWZ1134,1663253377,1663428210
15249,6390,SVO,MRV,SU1302,AFL1302,1663253374,1663253374
15250,1322,MRV,LED,SU6354,SDM6354,1663253374,1663428209
15251,7415,MRV,SVO,SU1311,AFL1311,1663253374,1663253374
15252,17009,MCX,SVO,SU1075,AFL1075,1663253374,1663253374
15253,6451,MRV,GOJ,EO59,KAR059,1663253374,1663253374
15254,17010,GRV,DME,S72184,SBI2184,1663253374,1663428209
15255,1294,AER,VKO,UT250,UTA250,1663253374,1663428209
15256,7980,IST,DME,WZ78,RWZ078,1663253375,1663679519
15257,6836,AER,SVO,N4230,NWS230,1663253374,1663679521
15258,9319,MCX,KZN,N4480,NWS480,1663253374,1663253374
15259,17011,CIT,IST,DV485,VSV485,1663253374,1663253374
15260,14998,DME,AER,U6377,SVR377,1663253374,1663679520
15261,6395,GYD,VKO,J2809,AHY809,1663253376,1663428209
15262,17012,AMS,GUW,KC904,KZR904,1663253375,1664276135
15263,678,KZN,AYT,TK3963,THY2GX,1663253374,1663253374
15264,17013,DME,TLV,LY612,ELY612,1663253374,1663253374
15265,1865,VKO,MRV,DP179,PBD179,1663253376,1664276098
15266,12949,DME,SHJ,G9953,ABY953,1663253374,1663253374
15267,1891,KZN,AER,N4137,NWS137,1663253374,1663253374
15268,14836,KZN,DXB,FZ934,FDB7VD,1663253374,1663253374
15269,13617,NBC,AER,DP354,PBD354,1663253374,1663253374
15270,15360,ALA,IST,KC911,KZR911,1663253374,1663428210
15271,14492,KZN,AER,SU2935,AFL2935,1663253374,1663253374
15272,5427,LED,AER,5N547,AUL547,1663253374,1663253374
15273,14208,UFA,AER,SU2933,AFL2933,1663253374,1663253374
15274,6430,VKO,AYT,ZF8873,AZV8873,1663253374,1663253374
15275,10569,NQZ,,ESW79,ESW79,1663253375,1663253375
15276,17014,DME,AER,S72047,SBI2047,1663253374,1663253374
15277,9899,VKO,MCX,DP187,PBD187,1663253374,1663253374
15278,17015,PVG,FRA,LH729,DLH729,1663253374,1663253374
15279,11359,AER,CEK,DP323,PBD323,1663253375,1663428210
15280,7942,NQZ,IST,KC917,KZR917,1663253374,1663253374
15281,6419,KJA,AER,Y7323,TYA323,1663253374,1663253374
15282,9667,ALA,SCO,DV731,VSV731,1663253373,1663253373
15283,65,VVO,AER,F7722,RSY722,1663253374,1664276137
15284,753,WAW,ICN,LO97,LOT97,1663253373,1664276004
15285,4736,UGC,LED,HY637,UZB637,1663253374,1663253374
15286,11634,LBD,ZIA,U62430,SVR2430,1663253376,1663253376
15287,3699,PTY,PUJ,CM110,CMP110,1663253374,1663679520
15288,10926,BQN,SDQ,FX258,FDX258,1663253374,1663253374
15289,17018,AUA,CUR,3R269,DVR269,1663253374,1663253374
15290,17019,CCS,PUJ,5R1700,RUC1700,1663253374,1663253374
15291,17020,AUA,EUX,7Z700,EZR700,1663253376,1663253376
15292,17021,BQN,AUA,A88120,AMF8120,1663253375,1663253375
15293,17024,BGI,ANU,BW418,BWA418,1663253373,1663253373
15294,17027,NRT,ANC,5X109,UPS109,1663253373,1664393233
15295,17028,YVR,SFO,UA1449,UAL1449,1663253374,1663428211
15296,17029,HKG,YVR,CX810,CPA810,1663253373,1663253373
15297,17030,PDX,OTH,APC1974,APC1974,1663253376,1663253376
15298,3611,HND,FRA,NH203,ANA203,1663253373,1663253373
15299,17031,PDX,ONP,A81968,AMF1968,1663253375,1663253375
15300,9119,NRT,HEL,AY74,FIN74,1663253377,1663253377
15301,3303,SEA,SFO,DL2660,DAL2660,1663253374,1663253374
15302,17033,ANC,OAK,FX6010,FDX6010,1663253376,1670925248
15303,17036,PDX,OGG,AS809,ASA809,1663253375,1663253375
15304,17039,SEA,OAK,FX3824,FDX3824,1663253374,1663253374
15305,17040,BLI,OAK,WN302,SWA302,1663253374,1663253374
15306,17041,PDX,MFR,A81908,AMF1908,1663253375,1663253375
15307,17042,PDX,MFR,EM8678,CFS8678,1663253376,1663253376
15308,17043,SEA,FAI,AS84,ASA84,1663253375,1663428208
15309,17047,MFR,SEA,DL3944,SKW3944,1663253374,1663253374
15310,17048,SJC,PDX,WN2864,SWA2864,1663253376,1663253376
15311,17049,SJC,SEA,AS243,ASA243,1663253374,1663253374
15312,17050,PDX,OTH,EM8686,CFS8686,1663253375,1663253375
15313,17051,PDX,MFR,EM8673,CFS8673,1663253372,1663428211
15314,17052,PDX,AFW,FX3139,FDX3139,1663253375,1663253375
15315,17053,PDX,RDM,EM8667,CFS8667,1663253376,1663253376
15316,17055,SLC,PDX,AS921,ASA921,1663253376,1663253376
15317,2686,PDX,DFW,AA2577,AAL2577,1663253376,1663253376
15318,17057,RDM,SEA,DL3688,SKW3688,1663253376,1663253376
15319,17058,PDX,ONT,AS106,ASA106,1663253373,1663253373
15320,17059,PDX,LMT,EM8675,CFS8675,1663253376,1663428209
15321,17060,OAK,PDX,WN2681,SWA2681,1663253375,1663253375
15322,4272,PDX,SEA,AS1200,ASA1200,1663253352,1663428211
15323,17061,PDX,SFO,AS544,ASA544,1663253376,1663253376
15324,17062,SFO,SEA,DL2676,DAL2676,1663253373,1663428210
15325,17063,SJC,PDX,AS395,ASA395,1663253374,1663253374
15326,17064,OAK,BFI,PXT680,PXT680,1663253374,1663253374
15327,2705,LAS,PDX,F92171,FFT2171,1663253376,1663428210
15328,17065,EUG,SEA,AS2565,QXE2565,1663253375,1663253375
15329,17066,RDD,SEA,AS2431,QXE2431,1663253376,1663428210
15330,17069,SMF,SEA,WN182,SWA182,1663253374,1663253374
15331,17070,FAT,SEA,AS3480,SKW3480,1663253375,1663253375
15332,17071,RDM,SEA,AS2017,QXE2017,1663253374,1663253374
15333,17072,PDX,SEA,DL3528,SKW3528,1663253376,1663253376
15334,17073,MFR,SEA,AS2314,QXE2314,1663253376,1663428211
15335,9318,TJM,LED,SU6450,SDM6450,1663253376,1663253376
15336,12091,OVB,SVO,SU1461,AFL1461,1663253373,1663253373
15337,17074,SEA,OAK,WN2231,SWA2231,1663253374,1663253374
15338,8964,UFA,IKT,R39795,SYL9795,1663253375,1663253375
15339,6382,OSS,CEK,U62874,SVR2874,1663253376,1663253376
15340,17076,SLY,UFA,YC437,LLM437,1663253375,1663253375
15341,13253,IKT,SVO,SU1445,AFL1445,1663253374,1663253374
15342,1315,LED,OVB,S75012,SBI5012,1663253374,1663253374
15343,17080,DEN,SEA,DL2061,DAL2061,1663253375,1663253375
15344,17081,IAA,UFA,UT6408,UTA6408,1663253375,1663253375
15345,1321,NJC,UFA,UT6412,UTA6412,1663253374,1663253374
15346,12551,NOJ,MRV,YC577,LLM577,1663253374,1663253374
15347,17083,PDX,SEA,AS344,ASA344,1663253375,1663428203
15348,3431,DME,OVB,S72517,SBI2517,1663253374,1663253374
15349,17084,SLC,SEA,DL1154,DAL1154,1663253375,1663253375
15350,17085,SFO,SEA,AS559,ASA559,1663253376,1663253376
15351,17086,BLI,SEA,AS2187,QXE2187,1663253371,1663253371
15352,17087,SEA,MIA,AS305,ASA305,1663253374,1663253374
15353,17088,BZN,SEA,AS821,ASA821,1663253375,1663253375
15354,17089,OKO,SEA,5Y8190,GTI8190,1663253373,1663253373
15355,17090,MSP,SEA,AS1017,ASA1017,1663253375,1663253375
15356,17091,SEA,BOS,DL489,DAL489,1663253375,1663253375
15357,17092,SEA,ORD,DL852,DAL852,1663253376,1663253376
15358,17093,SEA,MSP,AS1338,ASA1338,1663253376,1663253376
15359,17094,SEA,BOI,DL3543,SKW3543,1663253375,1663253375
15360,2454,SEA,LAX,DL947,DAL947,1663253376,1663253376
15361,17095,SEA,EWR,UA307,UAL307,1663253376,1663253376
15362,17096,SEA,DEN,DL3550,SKW3550,1663253375,1663253375
15363,17097,SEA,SAN,AS558,ASA558,1663253375,1663253375
15364,17098,SEA,PDX,DL3622,SKW3622,1663253376,1663428210
15365,17099,SEA,GEG,DL3951,SKW113E,1663253376,1663253376
15366,2455,SEA,LAX,AS297,ASA297,1663253376,1663428212
15367,17100,SEA,GEG,AS2372,QXE2372,1663253376,1663253376
15368,17101,SEA,EUG,AS2296,QXE2296,1663253375,1663428211
15369,17102,BFI,,1I343,EJA343,1663253373,1663253373
15370,17103,SEA,SFO,UA2499,UAL2499,1663253375,1663428210
15371,17104,SEA,MFR,AS2141,QXE2141,1663253376,1663428210
15372,17105,SEA,,UA2385,UAL2385,1663253376,1663253376
15373,17106,SEA,CHS,AS284,ASA284,1663253374,1663253374
15374,17107,SEA,,AS770,ASA770,1663253374,1663428212
15375,4362,SEA,BUR,AS279,ASA279,1663253376,1663253376
15376,17109,SMF,SEA,DL1168,DAL1168,1663253376,1663253376
15377,17110,SEA,JFK,DL348,DAL348,1663253376,1663253376
15378,17111,SMF,SEA,AS230,ASA230,1663253375,1663253375
15379,17112,ORD,SEA,DL2993,DAL2993,1663253376,1663253376
15380,14674,BRU,KGL,SN465,BEL465,1663253374,1664276097
15381,17113,FRA,NBO,LH590,DLH590,1663253374,1664276136
15382,1479,SEA,IAD,DL1681,DAL1681,1663253375,1670879493
15383,17114,KRT,ADD,ET345,ETH345,1663253375,1663253375
15384,11323,DXB,KRT,EK733,UAE733,1663253374,1664276136
15385,17115,PAE,SFO,AS2078,QXE2078,1663253375,1663253375
15386,17116,AMS,JRO,KL573,KLM573,1663253374,1663253374
15387,15396,KRT,JED,J4660,BDR660,1663253369,1663253369
15388,1010,LAX,SEA,AS295,ASA295,1663253376,1663253376
15389,17123,PDX,IAH,UA2304,UAL2304,1663253375,1663253375
15390,17124,BOI,SEA,DL3503,SKW3503,1663253375,1663428208
15391,17125,SEA,PHX,AS926,ASA926,1663253373,1663253373
15392,17126,SEA,BOS,AS12,ASA12,1663253376,1663253376
15393,17127,PDX,LAS,AS833,ASA833,1663253376,1663428212
