ICAOaddr,Lat,Lon,Heading,Alt,Speed,Squawk,Tailnr,Type,Reg,unk0,Src,Dest,Flightnr,unk1,unk2,Callsign,unk3,Airline
"40746F",53.52,-0.48,11,12460,87,"0033","T-MLAT1","C208","G-CKSE",1618580030,"","","",0,-4672,"GCKSE",0,""
"399160",48.90,2.35,284,12314,378,"3304","T-MLAT1","E145","F-HELA",1618580036,"LBG","","",0,1600,"VLJ470W",0,"VLJ"
"486258",52.41,5.02,111,11925,310,"1000","F-EHAM3","E295","PH-NXB",1618580035,"AMS","BER","KL1829",0,2624,"KLM1829",0,"KLM"
"3D44D8",52.95,8.99,306,11900,201,"7000","T-EDDV189","DR40","D-EYIA",1618580034,"","","",0,0,"DEYIA",0,""
"424B88",50.20,11.46,225,11675,265,"2134","F-EDDC1","CL60","M-AFAC",1618580035,"NUE","","",0,384,"MAFAC",0,""
"",49.00,9.84,217,10800,308,"6477","F-EDDS1","C25M","",1618580037,"","","",0,-1472,"C25M",0,""
"407834",50.79,-0.80,23,10450,301,"7463","F-EGLK3","A20N","G-UZLH",1618580035,"GIB","LGW","U28902",0,-1152,"EZY74YX",0,"EZY"
"AC34A0",50.60,5.80,225,10250,318,"1000","F-ETAD1","B77L","N886FD",1618580037,"HKG","LGG","FX5217",0,-768,"FDX5217",0,"FDX"
"C011B6",51.81,-0.84,117,10050,272,"6327","F-EGSS2","B763","C-FGSJ",1618580037,"CVG","LHR","W8985",0,-2048,"CJT985",0,"CJT"
"48C227",51.85,0.54,115,9975,278,"0512","F-EGKK2","B738","SP-RSH",1618580036,"STN","POZ","FR2336",0,4736,"RYR35AZ",0,"RYR"
"781941",50.27,8.84,10,9950,309,"7641","F-ETID3","B77L","B-20EN",1618580037,"FRA","PVG","CZ462",0,2432,"CSN462",0,"CSN"
"406A27",50.55,-1.62,26,9316,258,"1206","T-MLAT1","AT43","G-ISLH",1618580034,"JER","SOU","",0,-1344,"BCI101P",0,"BCI"
"3C6586",50.05,8.18,249,9175,323,"1000","F-EDDK3","A319","D-AILF",1618580038,"MSQ","FRA","LH1487",0,-2560,"DLH1487",0,"DLH"
"405911",52.94,-2.60,189,9100,116,"0033","T-MLAT1","GA8","G-VANX",1618580034,"","","",0,832,"GVANX",0,""
"89620C",51.01,6.00,28,9075,266,"3170","F-EDDL2","B77W","A6-EGK",1618580036,"MST","OSL","EK9752",0,1472,"UAE9752",0,"UAE"
"3D4B37",51.09,6.89,71,9025,160,"5264","T-MLAT1","C208","D-FAST",1618580034,"BHX","KSF","JMP353",0,0,"JMP353",0,"JMP"
"AB00DD",52.46,0.03,49,9000,89,"0033","T-MLAT1","DHC6","N808PC",1618580034,"","","",0,1408,"N808PC",0,""
"AA0DA1",51.45,7.69,142,9000,167,"0166","F-EDLE3","","N747MC",1618580036,"GRQ","","",0,0,"N747MC",0,""
"A8CAB6",52.43,11.74,103,9000,138,"3131","F-EDDV4","","N666CA",1618580036,"GRQ","","",0,0,"N666CA",0,""
"3D47F6",50.36,7.26,192,9000,110,"0000","T-ETAD4","SUBA","D-EZMS",1618580025,"","","",0,0,"",0,""
"4075BE",50.48,-4.19,246,8360,218,"1737","T-MLAT1","PA46","G-EXPO",1618580036,"ESH","","",0,-576,"GEXPO",0,""
"4CAAD7",53.26,-7.00,49,8100,269,"3602","F-EICD1","AT76","EI-FAS",1618580037,"KIR","DUB","EI3205",0,-960,"STK5K",0,"EIN"
"3D3ABA",52.31,10.56,113,8000,162,"0164","F-EDDV3","","",1618580037,"","","",0,0,"DEUMK",0,""
"400D03",51.86,-1.95,238,7950,161,"1413","T-MLAT1","DA42","G-CTCG",1618580034,"OXF","","",0,0,"EXM52",0,""
"4852F5",52.30,5.52,259,7650,288,"1000","F-EHKD2","E75L","PH-EXH",1618580034,"ZAG","AMS","KL1942",0,-1728,"KLM1942",0,"KLM"
"3DAFB2",53.09,11.59,202,7500,146,"7000","F-EDHI1","DA42","D-GMUC",1618580037,"RLG","","",0,0,"PTO402",0,"PTO"
"3D171D",51.55,8.06,347,7500,102,"7742","F-EDLI1","C172","D-EGZT",1618580036,"","","",0,0,"DEGZT",0,""
"4007DA",54.00,-4.68,140,7448,214,"7644","T-MLAT1","E145","G-SAJL",1618580036,"IOM","MAN","LM693",0,3328,"LOG28CG",0,"LOG"
"3D0815",52.46,7.20,7,7325,114,"7742","F-EDLW1","C172","D-EBHT",1618580037,"","","",0,-256,"DEBHT",0,""
"3D1C50",52.36,7.23,3,7300,100,"7742","T-MLAT1","C172","D-EIYY",1618580036,"","","",0,0,"DEIYY",0,""
"448CAA",50.83,4.57,247,7175,273,"6756","F-EBKT2","C525","OO-CEJ",1618580031,"TLN","","",0,-832,"OOCEJ",0,"BNJ"
"A28E23",52.45,11.65,104,7000,144,"0165","F-EDOP1","SR20","N264CZ",1618580033,"GRQ","","",0,0,"N264CZ",0,""
"A10171",51.37,12.83,93,7000,165,"5037","F-EDDC2","S22T","N164KF",1618580037,"ESS","","",0,0,"N164KF",0,""
"406F3C",50.78,-0.38,293,7000,260,"5712","T-MLAT1","PC12","G-KARE",1618580036,"QYA","","",0,0,"GKARE",0,""
"A79EBF",52.49,9.90,112,6975,138,"0176","F-EDWI3","SR20","N590PU",1618580037,"GRQ","","",0,64,"N590PU",0,""
"3E4E41",50.25,9.22,199,6825,273,"1110","T-ETID47","C510","D-IUVH",1618580031,"KEL","","",0,-1408,"DIUVH",0,""
"4BCDE4",51.35,6.95,100,6400,254,"7657","F-EDLN1","B738","TC-SOD",1618580037,"DUS","ADB","XQ959",0,4288,"SXS6JN",0,"SXS"
"43C8BD",52.90,-0.63,306,6250,152,"2603","T-MLAT1","","",1618580030,"","","",0,-320,"CWL93",0,""
"43C8BC",53.24,-0.13,63,6225,163,"1764","T-EGXW49","","",1618580036,"","","",0,0,"CWL77",0,""
"3D3FDA",50.82,6.18,253,6200,73,"7000","T-MLAT1","E300","D-EWKW",1618580036,"AAH","","",0,0,"DEWKW",0,""
"",50.63,7.11,84,6075,249,"2014","F-EDDL2","E550","",1618580030,"","","",0,-1920,"E550",0,""
"3DC5A2",50.94,5.05,321,6024,103,"5145","T-MLAT1","DA42","D-GVCC",1618580036,"LGG","","",0,-704,"DGVCC",0,""
"488252",48.66,11.85,22,6021,220,"6364","T-MLAT1","BE40","SP-ATT",1618580021,"MUC","","",0,-1472,"SAH48P",0,"SAH"
"3D3460",49.42,7.61,70,6000,123,"3714","F-EDRZ1","P28U","D-ESBW",1618580037,"ZQW","","",0,0,"DESBW",0,""
"485A66",53.25,6.77,128,5999,138,"0433","T-MLAT1","DA42","PH-KFA",1618580036,"GRQ","GRQ","",0,0,"KLM7913",0,""
"406F79",51.36,-0.86,291,5975,247,"6330","F-EGGW2","B789","G-ZBKM",1618580030,"MEX","LHR","BA242",0,-832,"BAW242",0,"BAW"
"471F49",51.38,7.50,285,5775,221,"3543","F-EDLE3","A320","HA-LWB",1618580030,"IAS","DTM","W63655",0,-1152,"WZZ1392",0,"WZZ"
"A19982",51.25,5.91,177,5737,112,"0432","T-MLAT1","P28A","N202AS",1618580036,"LEY","","",0,-1600,"N202AS",0,""
"3E5FAE",52.11,7.19,213,5725,119,"7000","T-EDLI94","","",1618580036,"","","",0,0,"DKBKW",0,""
"402C42",51.28,-3.31,346,5700,117,"3613","F-EGDY4","AA5","G-BOZO",1618580037,"","","",0,320,"GBOZO",0,""
"406654",52.04,-3.76,147,5616,73,"0000","T-FLRM1","ARCP","G-JKRV",1618580034,"","","",0,-320,"GJKRV",0,""
"484F60",53.54,8.17,224,5574,144,"3140","T-MLAT1","DA42","PH-MFA",1618580036,"GRQ","WVN","",0,640,"KLM7918",0,""
"3EDDC0",51.72,7.07,25,5550,79,"7000","T-EDDK88","ARCP","D-KYYA",1618580036,"","","",0,0,"DKYYA",0,""
"394F22",49.42,0.40,90,5500,78,"7033","T-MLAT1","DR40","F-GTZC",1618579998,"","","",0,0,"FGTZC",0,""
"4050FD",52.29,0.48,210,5475,22,"2650","T-MLAT1","LK17","G-CKOI",1618580034,"MHZ","","",0,-384,"170",0,""
"3D41BC",51.17,10.03,203,5400,103,"7743","F-EDDE2","","",1618580036,"EIB","","",0,-896,"DEXDK",0,""
"4071EE",53.07,-3.47,99,5387,51,"0000","T-FLRM1","AS29","G-LOUD",1618580034,"","","",0,384,"GLOUD",0,""
"42449C",50.48,5.54,231,5375,276,"1000","F-EDKA2","B744","VQ-BWS",1618580034,"","","6T2876",0,-1984,"LGT2876",0,"LGT"
"484426",51.95,6.23,271,5334,94,"7000","T-FLRM1","VENT","PH-891",1618580035,"","","",0,384,"PH891",0,""
"484F81",51.55,5.01,6,5300,53,"7000","F-EHEH1","ARCP","PH-1496",1618580037,"","","",0,128,"PH1496",0,""
"484F08",52.15,6.33,279,5250,76,"7000","T-MLAT1","DUOD","PH-1472",1618580038,"","","",0,448,"PH1472",0,""
"",53.41,5.67,90,5200,118,"7000","F-EDWF1","P68","",1618580036,"","","",0,0,"P68",0,""
"485495",52.34,8.41,138,5068,57,"0000","T-FLRM1","AS29","PH-1589",1618580036,"","","",0,256,"PH1589",0,""
"48436A",52.44,4.62,255,5025,273,"2127","F-EHRD3","B772","PH-BQC",1618580036,"AMS","CUR","KL735",0,2816,"KLM129",0,"KLM"
"405123",50.88,-2.12,47,5016,50,"7000","T-FLRM1","DISC","G-CKOK",1618580036,"","","",0,-2304,"GCKOK",0,""
"4038AA",52.38,1.39,163,5000,64,"7000","T-EGXJ24","DG80","G-BVJK",1618580031,"NWI","","",0,0,"",0,""
"485734",53.38,5.49,40,5000,142,"4367","F-EHKD2","EC75","PH-OSF",1618580037,"DHR","","",0,0,"HHE67B",0,"HHE"
"45C10B",50.54,3.50,81,5000,93,"7151","F-EBBR3","P28A","OY-PHK",1618580037,"LIL","","",0,0,"OYPHK",0,""
"449661",53.23,4.88,8,4975,302,"7000","T-MLAT1","C404","OO-ESA",1618580035,"ANR","","",0,0,"OOESA",0,""
"40538E",52.18,0.71,93,4957,71,"0000","T-FLRM1","DISC","G-CJRR",1618580035,"","","",0,-768,"GCJRR",0,""
"3C658C",49.95,8.21,64,4950,199,"5313","F-EDDF5","A319","D-AILL",1618580031,"AGP","FRA","LH1149",0,-1408,"DLH56E",0,"DLH"
"485121",52.03,5.96,264,4875,62,"7000","T-MLAT1","","",1618580030,"","","",0,0,"PH1545",0,""
"",53.21,6.60,260,4850,153,"7000","T-MLAT1","","",1618580034,"","","",0,0,"BLOCKED",0,""
"3D2D3C",53.17,10.02,165,4800,118,"7740","F-EDHI1","SR20","D-EPJO",1618580037,"HAM","","",0,0,"DEPJO",0,""
"406890",51.53,-0.79,182,4775,196,"2013","F-EGLC3","B788","G-ZBJC",1618580035,"ARN","LHR","BA777",0,-1280,"BAW777",0,"BAW"
"402562",54.13,-2.36,51,4750,79,"7000","F-EGXU1","C150","G-BMBB",1618580036,"BLK","","",0,128,"GBMBB",0,""
"484B9D",53.03,5.66,191,4700,88,"7000","T-EHKD113","TOBA","PH-DFE",1618580027,"GRQ","","",0,0,"PHDFE",0,""
"3DA357",50.69,6.57,177,4699,50,"3721","T-MLAT1","PA44","D-GICL",1618580034,"MGL","","",0,0,"RWL545",0,"RWL"
"3DC0A8",51.85,7.70,46,4650,128,"1251","T-MLAT1","PA44","D-GTFC",1618580036,"ESS","","",0,0,"DGTFC",0,""
"484943",52.10,6.68,324,4650,69,"7000","F-EHTW4","VENT","PH-1308",1618580036,"","","",0,0,"PH1308",0,""
"3EF8AE",52.59,6.32,229,4650,61,"7000","T-EHKD113","","",1618580032,"","","D6167",0,0,"D6167",0,""
"3ED92B",52.60,6.33,97,4650,104,"7000","T-EHKD113","","",1618580032,"","","",0,0,"DKXEX",0,""
"484EED",52.23,6.51,211,4625,85,"7000","F-EHTW4","AS31","PH-1470",1618580037,"","","",0,0,"PH1470",0,""
"391618",50.83,6.26,93,4600,140,"3177","T-MLAT1","TB20","F-GFQY",1618580036,"","","",0,0,"FGFQY",0,""
"3C70C1",50.13,8.75,22,4575,256,"7640","F-EDDF6","B77L","D-ALFA",1618580036,"FRA","PVG","LH8400",0,1856,"GEC8400",0,"GEC"
"",49.35,7.66,318,4575,247,"6472","F-EDRZ1","C525","",1618580037,"","","",0,-1152,"C525",0,""
"484773",52.31,6.32,255,4550,155,"7000","T-MLAT1","DUOD","PH-1377",1618580014,"","","",0,0,"PH1377",0,""
"4012D5",50.94,-1.03,350,4534,54,"0000","T-FLRM1","DUOD","G-CKPY",1618580033,"","","",0,512,"GCKPY",0,""
"484F11",52.45,6.43,232,4525,100,"7000","T-EHKD113","PITA","PH-4J2",1618580032,"","","",0,0,"",0,""
"4079D6",51.81,-2.71,249,4525,115,"3602","F-EGLK2","P28A","G-EGBW",1618580035,"","","",0,128,"GEGBW",0,""
"4019F9",51.63,-3.26,358,4500,104,"3606","F-EGDX1","AA5","G-BAJO",1618580037,"","","",0,64,"GBAJO",0,""
"400C89",54.22,-2.84,82,4500,105,"3662","T-MLAT1","","",1618580034,"ABZ","","",0,0,"RVR8VR",0,""
"4056B7",51.19,-1.14,286,4475,79,"7000","F-EGLK2","DISC","G-CHRH",1618580036,"QLA","","",0,-320,"GCHRH",0,""
"40750A",52.24,0.84,60,4450,71,"7000","F-EGLC3","DISC","G-JBOB",1618580029,"","","",0,0,"GLIDERJO",0,""
"404F04",52.39,-3.08,26,4425,74,"7000","T-EGBJ151","VENT","G-OTCZ",1618580033,"","","",0,-192,"GOTCZ",0,""
"3ED911",52.34,8.25,30,4425,43,"7000","T-EDLI94","","",1618580035,"","","",0,0,"DKXDX",0,""
"4050C8",52.43,-2.69,319,4360,63,"0000","T-FLRM1","DG1T","G-CKOH",1618580033,"","","",0,-256,"GCKOH",0,""
"43C174",50.91,-3.46,79,4350,327,"0402","F-EGTE1","C17","ZZ174",1618580036,"BZZ","","",0,-960,"COMET53",0,"RFR"
"3D1F2C",51.92,12.11,70,4300,120,"7743","F-EDDE2","C172","D-EKBC",1618580036,"MHG","","",0,0,"DEKBC",0,""
"3FF568",52.50,12.23,292,4300,80,"7741","T-MLAT1","C42","D-MBJO",1618580038,"","","",0,0,"DMBJO",0,""
"484774",52.31,7.33,113,4269,98,"1204","T-MLAT1","A20J","PH-737",1618580016,"","","",0,64,"PH737",0,""
"485069",52.83,7.72,221,4242,97,"0000","T-FLRM1","DUOD","PH-1529",1618580002,"","","",0,-192,"PH1529",0,""
"400C77",52.15,-3.29,298,4229,51,"0000","T-FLRM1","VENT","G-VCXT",1618580033,"","","",0,512,"GVCXT",0,""
"3E7175",52.52,6.31,216,4225,98,"7000","F-EHGG3","","D-KIDX",1618580035,"","","",0,0,"DKIDX",0,""
"3D38CD",50.57,6.72,54,4225,68,"4451","T-ETAD4","C172","D-ETTL",1618580029,"","","",0,0,"DETTL",0,""
"406F2F",50.93,-2.46,64,4212,53,"0000","T-FLRM1","AS29","G-CLRA",1618580035,"","","",0,-320,"GCLRA",0,""
"3FEBFC",52.87,8.13,353,4200,94,"7000","F-EHGG1","FDCT","D-MGWP",1618580033,"","","",0,0,"DMGWP",0,""
"403169",51.54,-2.12,111,4200,98,"3737","T-MLAT1","P28A","G-BSGD",1618580034,"","","",0,0,"GBSGD",0,""
"48441C",51.32,5.99,65,4192,51,"7000","T-FLRM1","DUOD","PH-1322",1618580035,"","","",0,0,"PH1322",0,""
"4076D5",52.33,-3.05,28,4175,73,"7000","T-EGNR79","DISC","G-DTOF",1618580032,"","","",0,-640,"GDTOF",0,""
"3D0D03",51.86,7.88,79,4140,98,"7000","T-FLRM1","DR40","D-EDEH",1618580035,"","","",0,576,"DEDEH",0,""
"3D3AD8",52.20,11.76,274,4100,130,"7741","T-MLAT1","SR20","D-EUNO",1618580038,"","","",0,-64,"DEUNO",0,""
"3D0AE7",50.38,10.80,180,4100,99,"7000","T-EDQG43","C172","D-ECJN",1618580036,"","","",0,0,"DECJN",0,""
"4032DD",51.16,3.81,87,4100,110,"5261","F-EHWO1","P28A","G-BSXC",1618580028,"ESH","","",0,-768,"GBSXC",0,""
"3E7041",51.99,6.34,190,4050,30,"7000","T-MLAT1","","",1618580034,"","","",0,384,"DKHSB",0,""
"407A03",50.84,-3.34,66,4049,76,"7000","T-MLAT1","","",1618580035,"QLA","","",0,0,"GCLYM",0,""
"4074BB",51.75,-3.27,188,4025,150,"3611","T-MLAT1","DA42","G-SUEM",1618580035,"CWL","","",0,320,"AOS62",0,"AOS"
"3EEA72",52.40,7.95,83,4025,74,"7000","T-EDDV189","","",1618580034,"FMO","","D2523",0,0,"D2523",0,""
"485107",51.95,5.16,51,4022,61,"7000","T-FLRM1","ARCP","PH-1542",1618580035,"","","",0,-256,"PH1542",0,""
"48546C",51.01,5.31,330,3975,52,"7000","T-MLAT1","","",1618580036,"","","",0,832,"PH1500",0,""
"",51.40,6.44,227,3950,188,"7742","F-EDKA3","PA31","",1618580035,"","","",0,-128,"PA31",0,""
"484F66",52.66,6.51,101,3950,62,"7000","T-MLAT1","DUOD","PH-1489",1618580036,"","","",0,-768,"PH1489",0,""
"4015D3",53.99,-1.12,58,3925,50,"7000","T-EGCN109","C172","G-ASMJ",1618580033,"","","",0,-64,"GASMJ",0,""
"3E6ADF",52.85,6.57,25,3924,77,"7000","T-MLAT1","","D-KFRB",1618580034,"","","",0,0,"DKFRB",0,""
"484908",52.81,5.60,314,3900,91,"7000","T-EHKD113","C152","PH-VSN",1618579990,"","","",0,0,"PHVSN",0,""
"405A78",52.20,0.86,263,3900,63,"7000","F-EGLC3","AS29","G-CKRV",1618580035,"","","",0,320,"GLIDE700",0,""
"485980",53.06,4.98,93,3900,59,"7000","T-EHKD113","TAMP","PH-SRD",1618580027,"","","",0,0,"PHSRD",0,""
"405D9A",50.94,-0.54,153,3900,161,"6347","T-MLAT1","SR20","G-DOLI",1618580036,"CWL","","",0,-1280,"GDOLI",0,""
"3EDA0A",51.85,8.79,180,3900,63,"7000","F-EDDV5","","",1618580037,"FMO","","",0,0,"DKXNM",0,""
"404EB2",53.06,-3.89,322,3900,64,"7000","T-EGOV37","NIMB","G-KEPE",1618580014,"","","",0,-192,"GKEPE",0,""
"484A9C",52.00,6.80,200,3900,71,"7000","T-EDLI94","DUOD","PH-1260",1618580026,"","","",0,0,"PH1260",0,""
"485113",52.86,6.93,85,3900,87,"7000","T-MLAT1","AS29","PH-1547",1618580034,"","","",0,0,"PH1547",0,""
"4057A0",50.91,-2.76,83,3891,59,"0000","T-FLRM1","VENT","G-CKAS",1618580035,"","","",0,-64,"GCKAS",0,""
"485030",52.41,6.18,209,3875,81,"7000","T-MLAT1","DG1T","PH-1525",1618580034,"","","",0,0,"PH1525",0,""
"3D1148",53.39,7.00,130,3874,100,"7000","T-MLAT1","","",1618580036,"","","",0,0,"DEEUI",0,""
"40413C",51.94,-0.87,196,3825,141,"7000","F-EGGW1","P28R","G-BYHJ",1618580036,"SEN","","",0,64,"GBYHJ",0,""
"00901A",52.68,7.53,242,3825,100,"7000","T-MLAT1","","",1618579990,"VAC","","",0,-7552,"ZSGBX",0,""
"406887",51.37,-2.23,217,3818,77,"0000","T-FLRM1","DUOD","G-SAXL",1618580029,"","","",0,0,"GSAXL",0,""
"3E7B59",52.13,6.68,130,3750,65,"7000","F-EHTW4","","D-KLXH",1618580037,"","","",0,0,"DKLXH",0,""
"406528",50.99,-1.44,105,3750,28,"3674","T-MLAT1","DUOD","G-DXLT",1618580034,"","","",0,896,"GDXLT",0,""
"3FF33A",49.39,8.17,351,3725,120,"4451","F-EDRZ1","NG5","D-MDOC",1618580036,"HOH","","",0,64,"DMDOC",0,""
"40597A",51.04,-1.80,116,3725,22,"7000","T-MLAT1","VENT","G-IRLE",1618580036,"QLA","","",0,384,"GIRLE",0,""
"484B24",51.94,7.19,153,3700,63,"7000","T-EDLI94","DG80","PH-1169",1618579962,"","","",0,0,"PH1169",0,""
"3DBC00",54.21,12.93,20,3700,112,"1123","F-EDCG2","DA42","D-GRLG",1618580037,"RLG","","",0,-512,"PTO502",0,"PTO"
"3D189C",50.30,9.29,75,3675,41,"7000","T-EDDF147","DR40","D-EHOM",1618580025,"","","",0,0,"DEHOM",0,""
"484F8A",52.69,6.43,101,3675,60,"7000","F-EHKD2","DUOD","PH-1502",1618580036,"","","",0,0,"PH1502",0,""
"406C9A",51.14,-1.15,311,3658,74,"0000","T-FLRM1","DUOD","G-CIJF",1618580034,"","","",0,-192,"GCIJF",0,""
"3FF0BE",50.54,6.71,46,3650,70,"7000","T-MLAT1","","D-MCWI",1618579962,"","","",0,-512,"DMCWI",0,""
"485EA7",52.19,7.26,354,3628,55,"0000","T-FLRM1","AS29","PH-1636",1618580031,"","","",0,-896,"PH1636",0,""
"A8C6D3",53.59,9.48,129,3625,173,"1125","F-EDWI3","M20T","N665AG",1618580037,"AGE","","",0,128,"N665AG",0,""
"402C24",53.33,-1.69,173,3600,107,"7000","T-EGCC545","C172","G-BOUE",1618580015,"","","",0,-64,"GBOUE",0,""
"",53.08,7.53,21,3600,142,"7000","T-MLAT1","PZ04","",1618580036,"","","",0,0,"PZ04",0,""
"405106",52.01,-1.71,145,3600,48,"7000","F-EGBJ2","DISC","G-CKOD",1618580034,"","","",0,256,"GCKOD",0,""
"40165C",52.20,0.86,78,3600,106,"4507","T-EGSC41","C182","G-ATLA",1618580031,"","","",0,0,"GATLA",0,""
"485EA5",51.45,4.67,322,3575,159,"7000","T-MLAT1","","",1618580034,"","","",0,-448,"PH4U1",0,""
"3D33C8",48.67,8.82,170,3575,128,"4452","F-EDDS4","P28A","D-ERWA",1618580035,"QEF","","",0,-64,"DERWA",0,""
"3E742E",52.03,6.11,258,3553,60,"7000","T-FLRM1","S12S","D-KJES",1618580035,"","","",0,-192,"DKJES",0,""
"4851E0",52.44,7.43,228,3550,90,"7000","T-MLAT1","AS29","PH-1562",1618580036,"","","",0,-960,"PH1562",0,""
"",51.37,-3.29,338,3550,105,"3641","F-EGDY4","P28A","",1618580037,"","","",0,0,"P28A",0,""
"407474",51.39,-2.70,38,3550,160,"5051","T-MLAT1","DA40","G-TAMI",1618580036,"OXF","","",0,-64,"LDG57",0,""
"400DC5",51.47,-2.20,161,3549,133,"5077","T-MLAT1","RV9","G-IINI",1618580034,"","","",0,0,"GIINI",0,""
"485EB0",52.38,6.31,137,3525,82,"7000","T-MLAT1","","",1618580017,"","","",0,-768,"PH1638",0,""
"400DD8",50.90,-1.02,293,3524,121,"3661","T-MLAT1","DA40","G-CDSF",1618580036,"ESH","","",0,0,"GCDSF",0,""
"45AD98",52.78,9.16,330,3500,142,"7000","T-EDLI94","","OY-KLX",1618579958,"","","",0,0,"DKHNG",0,""
"3D1BB9",51.60,6.74,208,3500,85,"7742","T-MLAT1","C152","D-EITD",1618580034,"ESS","","",0,384,"DEITD",0,""
"484BD0",52.49,6.39,51,3475,47,"7000","F-EHTW4","AS26","PH-1060",1618580031,"","","",0,0,"PH1060",0,""
"40694F",52.83,-0.20,8,3450,141,"1777","F-EGSC2","RV7","G-MACI",1618580033,"","","",0,0,"GMACI",0,""
"4050FA",51.91,-2.35,228,3425,63,"7000","F-EGBJ2","DISC","G-KOBH",1618580032,"","","",0,448,"GKOBH",0,""
"401D1E",50.92,-2.00,62,3400,101,"7011","T-MLAT1","P28A","G-WNTR",1618580036,"","","",0,0,"GWNTR",0,""
"4063C9",51.66,-2.32,135,3375,50,"0000","T-FLRM1","DUOD","G-CLFX",1618580034,"","","",0,320,"GCLFX",0,""
"4079BC",52.73,-1.75,311,3325,163,"4571","F-EGNX4","SR22","G-FPRD",1618580037,"","","",0,-64,"GFPRD",0,""
"000001",52.11,-0.09,4,3325,54,"7000","F-EGGW2","0000","00000000",1618579954,"","","",0,-256,"GLIDER",0,""
"4016DC",52.39,1.07,151,3300,92,"7000","T-MLAT1","C172","G-AVHH",1618580036,"","","",0,0,"GAVHH",0,""
"4041ED",52.43,0.96,162,3300,120,"7000","T-MLAT1","P28A","G-ELZN",1618580034,"","","",0,0,"GELZN",0,""
"A36110",51.42,-0.43,251,3275,222,"7216","F-EGLK3","B763","N317CM",1618580035,"LHR","ORD","GB984",0,640,"ABX984",0,"ABX"
"3E6FDC",49.34,8.82,94,3250,82,"7000","F-EDFM2","DIMO","D-KHOE",1618580036,"","","",0,0,"DKHOE",0,""
"4076BD",54.01,-0.94,135,3249,79,"7000","T-MLAT1","AS29","G-UBOO",1618579958,"","","",0,192,"GUBOO",0,""
"3FE9EA",50.61,6.68,144,3225,86,"7000","T-EDDK88","","D-MLWW",1618580033,"CGN","","",0,0,"DMLWW",0,""
"3D3EC6",50.74,6.31,154,3200,93,"7000","T-MLAT1","DV20","D-EWAG",1618580033,"AAH","","",0,1280,"DEWAG",0,""
"3D269F",48.87,12.36,140,3200,125,"7000","F-EDDM2","","D-EMWL",1618580037,"RBM","","",0,256,"DEMWL",0,""
"3D1A83",51.75,7.92,44,3200,64,"0000","T-MLAT1","","D-EIHF",1618580019,"","","",0,0,"DEIHF",0,""
"402198",53.44,-1.55,26,3199,93,"7000","T-MLAT1","AA5","G-DINA",1618580034,"","","",0,0,"GDINA",0,""
"3F05F1",52.15,5.39,213,3150,77,"7000","T-EHKD113","","",1618580032,"","","D9562",0,0,"D9562",0,""
"407986",50.90,-3.16,78,3150,109,"0033","T-MLAT1","C208","G-SVAN",1618580032,"","","",0,832,"",0,""
"3E751A",51.30,5.04,194,3150,43,"7000","T-MLAT1","","",1618580028,"","","",0,320,"DKJNU",0,""
"485B4F",52.34,8.28,271,3125,27,"7000","T-EDLI94","AS30","PH-1621",1618580035,"","","",0,0,"PH1621",0,""
"405434",52.44,-3.00,354,3125,67,"7000","T-EGNR79","LS8","G-CKEZ",1618580032,"","","",0,128,"GCKEZ",0,""
"3EF0A3",50.98,5.50,116,3125,58,"7000","T-EHBK71","","",1618580036,"","","",0,0,"D4108",0,""
"3D0515",52.80,12.47,214,3100,72,"7741","T-MLAT1","C152","D-EAEF",1618580006,"","","",0,-1600,"DEAEF",0,""
"3D0EE0",52.78,9.54,5,3100,50,"7000","T-EDDV189","C172","D-EDWQ",1618580034,"","","",0,0,"",0,""
"3ED0DA",52.40,6.00,187,3100,148,"7000","T-MLAT1","","D-KUBA",1618580029,"","","",0,0,"DKUBA",0,""
"3D2C84",52.20,8.59,107,3100,98,"7000","T-EDLI94","","",1618580028,"","","",0,0,"DEPCM",0,""
"400BD3",50.75,-0.99,94,3100,78,"7011","T-MLAT1","P28A","G-BUJP",1618580031,"","","",0,0,"GBUJP",0,""
"3D3EC3",50.84,6.35,95,3099,78,"7000","T-MLAT1","C150","D-EWAD",1618580026,"AAH","","",0,0,"DEWAD",0,""
"A6A5A9",53.50,8.13,47,3099,118,"7745","T-MLAT1","C77R","N52723",1618580034,"QEJ","","N52723",0,0,"N52723",0,""
"4848E5",52.15,6.90,347,3080,41,"7000","T-FLRM1","DISC","PH-1278",1618580035,"","","",0,0,"PH1278",0,""
"3E683B",48.82,12.62,149,3075,61,"0000","T-EDMS72","","D-KERB",1618580010,"RBM","","",0,0,"DKERB",0,""
"3C6449",49.96,8.53,177,3075,184,"1000","F-EDDF4","A319","D-AIBI",1618580026,"FRA","FCO","LH236",0,1728,"DLH236",0,"DLH"
"407553",51.30,-2.24,340,3050,55,"7000","F-EGLK2","ARCP","G-CLVL",1618580037,"QLA","","",0,0,"GCLVL",0,""
"402748",50.94,-3.22,3,3000,72,"7000","T-MLAT1","C152","G-BMXB",1618580036,"","","",0,0,"GBMXB",0,""
"A0A728",51.34,-1.49,140,3000,166,"0431","T-MLAT1","SR22","N141HT",1618580036,"GLO","","",0,0,"N141HT",0,""
"",53.51,9.76,43,3000,193,"5043","F-EDHI3","TBM9","",1618580036,"","","",0,128,"TBM9",0,""
