ICAOaddr,Lat,Lon,Heading,Alt,Speed,Squawk,Tailnr,Type,Reg,unk0,Src,Dest,Flightnr,unk1,unk2,Callsign,unk3,Airline
"A432BD",51.66,4.64,213,3000,152,"7000","T-MLAT1","PA34","N37PF",1618580034,"LEY","","",0,-1344,"N37PF",0,""
"4013A5",52.10,-2.09,48,3000,60,"7000","T-MLAT1","C152","G-BFEK",1618580034,"GLO","","",0,0,"GBFEK",0,""
"407472",52.54,-0.34,216,3000,130,"0033","T-MLAT1","C208","G-UKPB",1618580034,"","","",0,-4608,"GUKPB",0,""
"4028DD",52.28,-2.39,143,3000,80,"1177","T-MLAT1","C152","G-BNKS",1618580036,"","","",0,0,"GBNKS",0,""
"3D417F",49.47,8.71,278,2975,93,"0473","T-ETIE90","","D-EXBB",1618580032,"","","",0,0,"DEXBB",0,""
"A3E411",50.81,-3.77,157,2975,121,"0431","F-EGTE3","BE33","N35SN",1618580033,"BOH","","",0,0,"N35SN",0,""
"4051AB",50.64,-4.81,55,2950,138,"1747","T-MLAT1","SIRA","G-NFLY",1618580023,"","","",0,0,"GNFLY",0,""
"4049D6",51.42,-1.52,150,2929,72,"7000","T-FLRM1","SF25","G-CCHX",1618580031,"","","",0,-64,"GCCHX",0,""
"407936",51.02,-2.90,247,2925,127,"7377","F-EGTE3","DA42","G-LHXA",1618580036,"BOH","","",0,64,"GLHXA",0,""
"40724F",50.88,-3.05,46,2900,62,"7000","T-MLAT1","AS29","G-CLTO",1618580034,"EXT","","",0,0,"GLIDER51",0,""
"3E5C0F",52.48,8.35,327,2900,53,"7000","T-EDLI94","DIMO","D-KABF",1618580034,"","","",0,0,"",0,""
"3D419B",53.05,8.95,89,2900,108,"1121","T-EDDV189","SR22","D-EXCD",1618580024,"BRE","","",0,0,"DEXCD",0,""
"3D0F95",49.77,8.96,158,2900,52,"4450","T-EDDF147","C150","D-EEDP",1618580031,"QEF","","",0,0,"DEEDP",0,""
"4050A3",53.90,-2.88,98,2900,36,"0450","T-MLAT1","C152","G-CEFM",1618580034,"BLK","","",0,-128,"GCEFM",0,""
"40103A",51.82,0.92,260,2900,128,"4575","T-MLAT1","P28A","G-BBBN",1618580032,"SEN","","",0,0,"GBBBN",0,""
"3FE9FD",53.85,9.26,290,2900,90,"7740","T-MLAT1","","D-MPAN",1618580034,"","","",0,-448,"DMPAN",0,""
"404F54",52.24,-3.16,85,2900,59,"0000","T-FLRM1","AS28","G-CKJV",1618580030,"","","",0,448,"GCKJV",0,""
"3E0457",50.36,6.93,22,2900,94,"0000","T-FLRM1","R44","D-HSVN",1618579990,"","","",0,-576,"DHSVN",0,""
"40619A",51.80,-3.88,218,2883,118,"3614","T-MLAT1","","",1618580032,"","","",0,-256,"GEGLA",0,""
"484F05",51.06,3.13,65,2875,38,"7000","F-EBKT2","AS25","PH-1475",1618580037,"","","",0,0,"PH1475",0,""
"407962",51.97,-1.39,175,2841,118,"4503","T-MLAT1","DA40","G-LDGB",1618580036,"OXF","","",0,-128,"LDG02",0,"LDG"
"4075AB",52.14,-0.55,34,2827,86,"7000","T-MLAT1","DA40","G-CTSE",1618580034,"","","",0,960,"GCTSE",0,"EAD"
"DD0C12",51.45,11.00,173,2824,129,"0000","T-FLRM1","R44","D-HDSQ",1618580034,"","","",0,64,"DHDSQ",0,""
"3D2EF0",49.69,9.26,288,2824,117,"0000","T-FLRM1","DA40","D-EQAI",1618580036,"","","",0,64,"DEQAI",0,""
"3FEF77",52.70,8.00,34,2800,87,"7000","T-EDLI94","C42","D-MSGG",1618580036,"","","",0,0,"DMSGG",0,""
"3E625A",52.02,10.22,13,2800,70,"7743","T-EDDF213","","D-KCLE",1618580020,"","","",0,0,"DKCLE",0,""
"40137D",51.35,-2.27,29,2800,38,"7000","F-EGLK2","","",1618580036,"QLA","","",0,0,"GLIDERE6",0,""
"403721",50.80,-0.50,217,2800,104,"3763","T-MLAT1","RF6","G-BUUA",1618580035,"ESH","","",0,960,"GBUUA",0,""
"3FF4BB",53.10,8.42,297,2800,56,"7000","T-MLAT1","","D-MVHR",1618580030,"","","",0,128,"DMVHR",0,""
"401E2D",52.53,-1.07,315,2799,52,"7000","T-MLAT1","C152","G-BHEN",1618580034,"","","",0,0,"GBHEN",0,""
"407764",52.01,-2.22,331,2775,67,"7000","T-MLAT1","C42","G-TROW",1618580032,"GLO","","",0,0,"GTROW",0,""
"3E6F19",51.00,5.22,291,2774,570,"7000","T-MLAT1","","",1618580026,"","","",0,-128,"DKHGR",0,""
"3FF582",52.96,8.10,348,2750,121,"7000","F-EDDV4","VL3","D-MVLC",1618580036,"","","",0,0,"DMTKV",0,""
"3D21FF",48.63,13.22,303,2750,120,"0000","T-EDMS39","","D-ELCX",1618580029,"","","",0,0,"",0,""
"4CA366",51.67,-8.72,292,2750,325,"2637","T-MLAT1","PA34","EI-CMT",1618580025,"ORK","","",0,-320,"",0,""
"4895EB",53.14,7.92,28,2725,114,"0021","F-EDWI1","P06T","SP-FPL",1618580036,"","","",0,-384,"SPFPL",0,""
"A6C917",52.85,6.18,242,2700,111,"7000","T-EHKD113","PA16","N5360H",1618580032,"","","",0,0,"N5360H",0,""
"ACD21B",53.44,8.02,203,2700,160,"7000","T-MLAT1","BE35","N925Q",1618580034,"","","",0,0,"N925Q",0,""
"44D1B5",51.19,4.05,68,2700,72,"5156","T-MLAT1","P28A","OO-TMU",1618580034,"ANR","","",0,640,"OOTMU",0,""
"3D3349",52.75,7.95,188,2700,85,"7745","F-EDWI3","CH7B","D-ERRD",1618580037,"WVN","","",0,0,"DERRD",0,""
"401C99",51.46,-1.52,307,2700,104,"0430","T-EGHH25","DR40","G-BEUP",1618580035,"QUG","","",0,0,"GBEUP",0,""
"3D38D8",49.84,8.82,330,2700,134,"7000","T-ETID150","A210","D-ETTW",1618580028,"","","",0,0,"DETTW",0,""
"4034E9",52.09,-1.17,250,2699,111,"4517","T-MLAT1","P28A","G-BTUW",1618580034,"ORM","","",0,-1472,"GBTUW",0,""
"3D2280",49.32,8.20,220,2675,149,"1241","F-EDFM2","SR20","D-ELHW",1618580036,"QEZ","","",0,64,"DELHW",0,""
"AE5AD4",50.40,5.52,94,2650,107,"7000","F-EHBK1","","",1618580031,"","","",0,0,"DUKE03",0,""
"402939",51.60,-1.50,328,2625,97,"3707","T-EGVA28","P28A","G-BNRG",1618580034,"BZZ","","",0,0,"GBNRG",0,""
"3D3868",52.16,8.70,283,2625,153,"7000","T-EDLI94","C182","D-ETPO",1618580036,"BFE","","",0,0,"DETPO",0,""
"3D09B2",49.14,8.53,165,2625,131,"7000","T-ETIE90","C172","D-EBXQ",1618580036,"MHG","","",0,0,"DEBXQ",0,""
"48492B",53.05,6.25,245,2624,136,"7016","T-MLAT1","DA40","PH-PCA",1618580038,"GRQ","","",0,0,"PHPCA",0,""
"3E70E7",52.74,7.01,242,2624,63,"7000","T-MLAT1","","D-KHYL",1618580022,"","","",0,256,"DKHYL",0,""
"49D0A0",49.89,13.80,123,2600,100,"0000","T-MLAT1","C172","OK-EYE",1618579986,"","","",0,0,"OKEYE",0,""
"406304",53.63,-1.22,67,2600,406,"0000","T-MLAT1","CRUZ","G-CGLT",1618580020,"","","",0,0,"GCGLT",0,""
"40713C",51.52,-1.53,193,2600,112,"7000","T-MLAT1","EFOX","G-CJHT",1618580024,"","","",0,0,"GCJHT",0,""
"4040F4",53.95,-0.86,7,2600,105,"7000","T-MLAT1","EUPA","G-WUFF",1618580030,"","","",0,0,"GWUFF",0,""
"4863CB",52.67,6.56,285,2600,107,"7000","T-MLAT1","","",1618580032,"","","",0,-192,"PH1655",0,""
"3D35C4",53.68,9.37,177,2600,155,"7000","F-EDHI3","SR22","D-ESPO",1618580036,"","","",0,768,"DESPO",0,""
"4402E0",52.13,-0.74,251,2600,120,"7000","T-MLAT1","DA40","OE-DGP",1618580036,"BLK","","",0,0,"OEDGP",0,""
"405836",52.39,-0.72,173,2600,134,"4552","T-EGXW49","PA32","G-KNCG",1618580035,"","","",0,0,"",0,""
"405666",52.22,-0.19,160,2600,149,"7000","T-MLAT1","C152","G-CEZM",1618580036,"","","",0,448,"GCEZM",0,""
"402DA5",53.77,-0.94,130,2600,77,"4274","T-MLAT1","P28A","G-SACT",1618580030,"","","",0,1024,"GSACT",0,"ADV"
"4018AF",52.74,0.03,4,2575,62,"1177","T-EGSC41","AA1","G-AYHA",1618580036,"","","",0,0,"GAYHA",0,""
"401FF5",51.55,-2.41,54,2575,114,"5077","T-MLAT1","RF5","G-BJXK",1618580026,"","","",0,-512,"GBJXK",0,""
"44C24D",52.77,-1.57,324,2575,208,"7343","F-EGNX4","C510","OO-PRM",1618580028,"AMS","","",0,-960,"OOPRM",0,"BNJ"
"3D190D",52.36,12.84,322,2550,134,"7000","T-MLAT1","SR22","D-EHSV",1618580034,"","","",0,0,"DEHSV",0,""
"3D18EC",48.91,12.50,282,2550,100,"2147","T-EDMS72","P28A","D-EHRO",1618580030,"RBM","","",0,0,"DEHRO",0,""
"401947",54.08,-2.00,65,2550,89,"7000","T-EGNM235","D11","G-AZII",1618580018,"","","",0,576,"GAZII",0,""
"3ED399",51.93,7.27,311,2525,27,"2557","T-MLAT1","DG80","D-KVCB",1618580026,"","","",0,-576,"DKVCB",0,""
"401F2F",51.53,-2.35,174,2500,148,"5077","T-MLAT1","AA5","G-BIPV",1618580027,"","","",0,-1600,"GBIPV",0,""
"3E7683",48.68,9.16,135,2500,96,"7000","T-MLAT1","DIMO","D-KKBR",1618580010,"","","",0,0,"DKKBR",0,""
"3D16FC",53.75,9.46,313,2500,96,"7740","T-MLAT1","C172","D-EGYM",1618580033,"HAM","","",0,0,"DEGYM",0,""
"3D0A9B",53.37,8.52,90,2500,190,"7745","T-MLAT1","C172","D-ECGP",1618580035,"","","",0,-704,"DECGP",0,""
"406C17",51.08,-3.61,225,2500,150,"7000","T-MLAT1","A109","G-IOOK",1618580023,"GLO","","",0,0,"",0,""
"407B4F",53.97,-1.20,344,2500,85,"7000","F-EGNM7","","",1618580037,"","","",0,0,"GCLZK",0,""
"4018D7",51.03,-3.06,213,2500,113,"7000","T-MLAT1","P28A","G-AYNJ",1618580034,"CVT","","",0,0,"GAYNJ",0,""
"407156",52.24,-7.76,198,2489,84,"2606","T-MLAT1","C172","G-THYB",1618580036,"","","",0,-64,"N",0,""
"401709",53.66,-2.64,227,2475,92,"7000","F-EGNO2","C150","G-AVMD",1618580037,"","","",0,-128,"GAVMD",0,""
"49D03C",51.24,-0.65,215,2475,209,"0503","F-EGKK2","BE20","OK-MAG",1618580035,"FAB","","",0,576,"OKMAG",0,""
"407615",50.72,-3.04,86,2475,112,"0423","T-MLAT1","","",1618580023,"","","",0,0,"GCTSK",0,""
"44A3FB",50.88,3.47,24,2475,70,"0000","T-EBKT44","FK9","OO-H63",1618580022,"","","",0,0,"OOH63",0,""
"4B34E8",49.07,8.08,263,2400,38,"7000","T-ETIE90","CH7B","HB-UAY",1618580036,"","","",0,0,"",0,""
"407771",51.24,-1.01,325,2400,54,"0034","T-MLAT1","DR40","G-CLDL",1618580038,"","","",0,0,"GCLDL",0,""
"3FEBA7",54.21,9.91,213,2400,87,"7000","F-EDHK2","C42","D-MRAD",1618580036,"QEX","","",0,0,"DMRAD",0,""
"3FF1C3",52.19,8.08,332,2400,71,"7000","F-EDDG2","","",1618580037,"","","",0,0,"DMEDP",0,""
"3DDC76",51.44,11.00,174,2400,130,"0020","F-EDDE2","EC45","D-HDSW",1618580035,"HAM","","",0,0,"CHR81",0,""
"406F99",50.56,-4.69,274,2400,61,"7000","F-EGHD2","AS29","G-CLRF",1618580036,"QLA","","",0,0,"GCLRF",0,""
"3D16CD",48.60,11.49,328,2400,293,"7000","T-MLAT1","P28A","D-EGWR",1618580014,"IGS","","",0,192,"DEGWR",0,""
"39C5D9",48.66,-2.89,294,2399,84,"7040","T-MLAT1","DR40","F-HROZ",1618580022,"SBK","","",0,192,"FHROZ",0,""
"DDB2C3",51.92,6.90,175,2368,95,"0000","T-FLRM1","A210","",1618580034,"","","",0,576,"DELTP",0,""
"49D275",50.18,12.95,26,2350,90,"7000","F-LKKV3","P06T","OK-MNM",1618580037,"","","",0,-320,"OKMNM",0,"FAP"
"40262E",52.69,-2.09,207,2350,107,"7000","F-EGBB2","P28A","G-BMFP",1618580035,"","","",0,896,"ABLE04",0,""
"402BEB",51.72,-2.81,221,2350,143,"5077","T-MLAT1","P28A","G-OJWS",1618580026,"BRS","","",0,1088,"GOJWS",0,""
"3FF495",51.39,6.65,237,2332,88,"7000","T-FLRM1","GX","D-MPPW",1618580036,"","","",0,192,"DMPPW",0,""
"402020",51.80,-2.34,267,2324,226,"7000","T-MLAT1","DR40","G-BKDJ",1618580028,"GLO","","",0,0,"GBKDJ",0,""
"4026A3",51.88,-3.10,122,2316,61,"0000","T-FLRM1","G109","G-IPSI",1618580019,"","","",0,0,"GIPSI",0,""
"3FF567",51.24,7.29,305,2300,82,"7000","T-EDDK88","","",1618580036,"","","",0,0,"DMLSP",0,""
"4069B6",52.18,0.90,215,2300,75,"4501","T-MLAT1","EFOX","G-RATT",1618579950,"","","",0,-1664,"GRATT",0,""
"3D0EE4",52.94,8.13,214,2300,152,"7000","T-MLAT1","A210","D-EDWU",1618580029,"VAC","","",0,-384,"DEDWU",0,""
"3D3368",49.21,9.49,73,2300,85,"4452","T-EDQG124","","",1618580033,"MHG","","",0,0,"DERSI",0,""
"485B92",52.85,6.64,305,2299,140,"7000","T-MLAT1","TOBA","PH-MLU",1618580026,"GRQ","","",0,0,"PHMLU",0,""
"4858A1",52.49,6.17,199,2293,58,"7000","T-FLRM1","DISC","PH-1603",1618580034,"","","",0,-192,"PH1603",0,""
"",52.79,-2.14,265,2275,87,"7000","T-EGBB228","L8","",1618580029,"","","",0,-128,"L8",0,""
"40729C",53.36,-1.07,15,2275,182,"6165","T-MLAT1","PA31","G-SCIR",1618580028,"QLA","","",0,-896,"BRO15P",0,"BRO"
"402B1E",53.64,-2.72,288,2273,81,"3660","T-MLAT1","C152","G-BONW",1618580038,"","","",0,-128,"GBONW",0,""
"403D8E",51.90,0.79,282,2200,98,"7000","T-MLAT1","HR20","G-ECAG",1618580033,"","","",0,0,"GECAG",0,""
"400D29",51.76,-0.87,297,2200,90,"0013","T-MLAT1","P28A","G-BLFI",1618580031,"QEE","","",0,0,"GBLFI",0,""
"3D403D",51.92,7.83,16,2200,201,"7000","T-MLAT1","","D-EWOR",1618580019,"","","",0,0,"DEWOR",0,""
"405D62",52.47,-0.03,333,2200,63,"7000","T-EGSC47","C42","G-JENK",1618580036,"","","",0,0,"GJENK",0,""
"491184",49.99,8.38,68,2175,145,"1000","F-EDDF4","F2TH","CS-DLD",1618580029,"MUC","FRA","",0,-640,"NJE205L",0,"NJE"
"40761F",50.80,-2.86,97,2175,122,"1177","T-MLAT1","DA40","G-CTSO",1618580023,"EXT","","",0,-384,"GCTSO",0,"EAD"
"4070B0",51.14,-1.13,314,2175,60,"7000","T-MLAT1","C42","G-CJCO",1618580010,"","","",0,384,"GCJCO",0,""
"4015F1",52.71,-2.97,88,2150,80,"7426","T-EGBB362","P28A","G-ASSW",1618580002,"","","",0,-192,"GASSW",0,""
"4849C8",51.89,5.93,25,2150,55,"7000","T-MLAT1","AS29","PH-1399",1618580033,"","","",0,0,"PH1399",0,""
"DD0561",52.68,-2.92,19,2148,72,"0000","T-FLRM1","R44","ZM505",1618580014,"","","",0,-1600,"ZM505",0,""
"407175",50.95,-2.04,265,2125,52,"7000","T-EGHH25","C42","G-CJIT",1618580027,"","","",0,0,"GCJIT",0,""
"485A1E",49.13,3.39,29,2125,142,"7000","F-LFPG1","DA62","PH-VCC",1618580037,"AGF","","",0,0,"PHVCC",0,""
"A8F9E0",51.46,-1.26,60,2100,128,"7000","T-MLAT1","BE36","N678EM",1618580032,"EXT","","",0,0,"N678EM",0,""
"3FF91D",48.61,13.19,116,2100,72,"7000","F-EDDM2","","",1618580037,"","","",0,-192,"DMCLE",0,""
"40319D",51.87,0.68,90,2100,90,"7000","T-MLAT1","P28A","G-BSJX",1618580030,"","","",0,0,"GBSJX",0,""
"4062DE",51.54,-1.78,284,2100,104,"3727","T-MLAT1","P28A","G-ELUE",1618580038,"","","",0,0,"GELUE",0,""
"3E2E94",53.61,7.19,301,2100,148,"7745","T-MLAT1","C303","D-IIVK",1618580036,"","","",0,0,"DIIVK",0,""
"3D1444",51.42,6.63,200,2100,114,"7742","T-MLAT1","P28A","D-EFXS",1618579986,"","","",0,-1920,"DEFXS",0,""
"402A9E",53.88,-1.04,101,2100,103,"7000","T-MLAT1","P28A","G-BODB",1618580029,"","","",0,0,"GBODB",0,""
"484810",51.35,6.03,58,2100,77,"7000","T-MLAT1","C150","PH-RIN",1618580025,"QEK","","",0,384,"PHRIN",0,""
"3D14C7",52.10,12.89,290,2100,72,"7741","T-MLAT1","C152","D-EGCT",1618579966,"","","",0,0,"DEGCT",0,""
"402E5A",51.90,-4.90,207,2082,88,"7000","T-MLAT1","C172","G-BPWR",1618580036,"","","",0,-640,"GBPWR",0,""
"3D3D56",53.54,10.49,125,2075,368,"7740","T-EDDH387","C182","D-EVMC",1618579994,"","","",0,0,"DEVMC",0,""
"402BA2",53.06,-1.64,177,2075,96,"4551","F-EGNX2","C152","G-BOTG",1618580035,"EMA","","",0,-448,"GBOTG",0,""
"43C27C",52.25,1.31,222,2075,127,"4522","T-MLAT1","","ZJ231",1618580025,"","","",0,0,"PROWLER1",0,""
"39856B",48.98,2.41,85,2075,153,"1000","F-LFPC1","E190","F-HBLL",1618580033,"BIQ","CDG","AF7657",0,-704,"AFR47GL",0,"AFR"
"3D2C85",51.75,6.72,170,2075,77,"7000","T-MLAT1","P28A","D-EPCN",1618580036,"MGL","","",0,0,"DEPCN",0,""
"40116C",50.96,-1.89,192,2075,76,"7000","T-MLAT1","C42","G-CDOK",1618580016,"BOH","","",0,-1664,"GCDOK",0,""
"3DA350",51.77,6.86,175,2050,162,"7742","T-MLAT1","PA44","D-GICE",1618580029,"","","",0,0,"RWL1640",0,"RWL"
"407620",52.20,-0.37,40,2025,116,"7000","T-MLAT1","DA40","G-CTSP",1618580032,"","","",0,-256,"GCTSP",0,"EAD"
"3D2800",51.77,7.21,182,2025,85,"0000","T-EDDG168","A210","D-ENKA",1618580032,"","","",0,0,"DENKA",0,""
"4037CC",51.24,-2.37,237,2025,148,"7000","T-EGGD63","","",1618580034,"","","",0,0,"GIIRG",0,""
"401ED9",54.02,-0.29,287,2025,84,"4271","F-EGNJ3","C152","G-BIDH",1618580037,"","","",0,64,"GBIDH",0,""
"401CBC",52.04,-2.17,179,2000,96,"7000","F-EGGW2","C172","G-BEZO",1618580037,"GLO","","",0,-384,"GBEZO",0,""
"4040E8",53.83,-7.12,306,2000,108,"7000","T-MLAT1","C172","G-LAVE",1618580016,"","","",0,0,"GLAVE",0,""
"404C47",51.20,-1.18,307,2000,51,"7000","T-MLAT1","C42","G-CCYR",1618580027,"","","",0,-704,"GCCYR",0,""
"400A5D",53.04,-2.08,149,2000,132,"7000","T-MLAT1","C172","G-TALP",1618580034,"","","",0,0,"GTALP",0,""
"401112",51.29,-1.36,146,2000,85,"7000","T-MLAT1","P28A","G-CEJD",1618579998,"","","",0,-896,"GCEJD",0,""
"400C8B",53.48,-2.13,341,2000,104,"7363","T-MLAT1","P68","G-HUBB",1618580034,"LPL","","",0,0,"RVR7BB",0,"RVR"
"40558A",50.87,-2.97,270,2000,81,"7000","T-MLAT1","C172","G-BREZ",1618580036,"","","",0,1472,"GBREZ",0,""
"405108",53.60,-0.94,192,2000,145,"6164","T-MLAT1","RV10","G-RRVX",1618580038,"","","",0,-64,"GRRVX",0,""
"3D41B5",48.78,4.40,75,2000,87,"7000","F-LFQB1","","D-EXDD",1618580034,"","","",0,128,"DEXDD",0,""
"3D3CDE",51.49,6.97,355,1999,110,"7000","T-MLAT1","TB20","D-EVHM",1618580033,"ESS","","",0,0,"DEVHM",0,"VHM"
"3EC233",52.15,5.43,249,1975,100,"7000","T-MLAT1","","D-KOMT",1618580034,"","","",0,-1024,"DKOMT",0,""
"400E73",52.17,-1.37,6,1971,87,"0420","T-MLAT1","C172","G-BOMS",1618580035,"CVT","","",0,1152,"",0,""
"DF1078",50.99,6.46,157,1958,112,"0000","T-FLRM1","TRIN","D-EFMD",1618580036,"","","",0,-64,"DEFMD",0,""
"3D37DD",52.48,8.92,175,1925,190,"7000","T-EDLI94","","D-ETKF",1618580036,"","","",0,0,"DETKF",0,""
"403BE7",51.88,0.78,271,1925,135,"7000","T-EGVJ19","RF6","G-BWXJ",1618580026,"","","",0,192,"GBWXJ",0,""
"43C8E2",52.06,-3.06,69,1925,114,"1177","F-EGBJ2","","",1618580033,"","","",0,-256,"SYS75",0,""
"3D05AD",49.56,9.40,238,1906,68,"0000","T-FLRM1","C150","D-EAKB",1618580035,"","","",0,192,"DEAKB",0,""
"402AA1",53.95,-1.08,35,1900,80,"7000","T-MLAT1","P28A","G-BODE",1618580034,"","","",0,0,"GBODE",0,""
"3D0D36",51.45,6.89,272,1900,88,"7003","T-MLAT1","C152","D-EDGG",1618580021,"ESS","","",0,0,"DEDGG",0,""
"400A8C",50.94,0.38,337,1900,164,"7000","T-MLAT1","P28R","G-BMLS",1618580028,"","","",0,0,"GBMLS",0,""
"3D05FA",49.59,8.29,102,1900,49,"7000","T-ETIE90","A210","D-EANA",1618580033,"","","",0,0,"DEANA",0,""
"A44DFE",53.55,-2.79,352,1900,137,"7000","T-MLAT1","TB21","N377C",1618580026,"","","",0,0,"N377C",0,""
"3D2524",51.50,6.66,208,1900,122,"7000","T-MLAT1","P28A","D-EMHW",1618580021,"QEV","","",0,0,"DEMHW",0,""
"3D170C",53.71,9.44,317,1900,79,"7000","T-MLAT1","C172","D-EGZC",1618580017,"","","",0,0,"DEGZC",0,""
"40435B",51.82,1.19,94,1900,92,"7000","T-MLAT1","HR20","G-ECAF",1618580036,"","","",0,0,"GECAF",0,""
"403EDA",53.20,-1.20,298,1900,136,"6170","T-MLAT1","RV6","G-RVAW",1618580036,"","","",0,0,"GRVAW",0,""
"403BAD",52.01,-1.68,187,1900,106,"7000","T-MLAT1","C152","G-BWNB",1618580035,"","","",0,0,"GBWNB",0,""
"4031E5",51.17,0.49,217,1900,108,"1733","T-MLAT1","P28A","G-OZAM",1618580030,"SEN","","",0,0,"GFTAB",0,""
"402DB1",50.77,-0.60,68,1900,101,"3763","F-EGKA3","P28A","G-BPOT",1618580030,"","","",0,576,"GBPOT",0,""
"4AB482",53.78,10.57,77,1900,198,"5031","T-MLAT1","AT75","SE-MDB",1618579990,"STR","LBC","6I7421",0,-1088,"MMD7421",0,"MMD"
"406EEB",50.78,-1.86,143,1900,113,"7352","T-EGHH25","C172","G-CISX",1618580035,"BRS","","",0,0,"GCISX",0,""
"3D1765",50.69,6.78,119,1899,107,"7000","T-MLAT1","P28A","D-EHCN",1618580019,"AAH","","",0,-256,"DEHCN",0,""
"40101D",52.48,-0.57,286,1899,125,"7000","T-MLAT1","C182","G-POPW",1618580035,"","","",0,0,"GPOPW",0,""
"3D1879",51.55,7.06,272,1899,88,"7000","T-MLAT1","C152","D-EHND",1618580027,"","","",0,0,"DEHND",0,""
"44A888",51.16,3.83,236,1887,77,"2000","T-MLAT1","C172","OO-JDH",1618580038,"ANR","","",0,-256,"EPC13GV",0,""
"39763C",49.81,6.51,98,1875,84,"7000","T-EDAB9","","",1618579954,"QET","","",0,-128,"FJENX",0,""
"3DD382",51.01,11.89,256,1875,109,"7744","F-EDDP2","R44","D-HAIS",1618580037,"","","",0,0,"DHAIS",0,""
"3950C4",49.01,2.37,85,1875,205,"1000","F-LFPG1","A318","F-GUGE",1618580037,"AMS","CDG","AF1741",0,-1216,"AFR15AH",0,"AFR"
"06A2C4",50.79,4.45,14,1875,166,"3257","T-EBBR170","B77W","A7-BEU",1618580033,"DOH","BRU","QR8814",0,-768,"QTR268Y",0,"QTR"
"3FF898",51.06,6.26,102,1850,90,"7000","F-EDLN2","ULAC","D-MYFS",1618580035,"","","",0,-320,"DMYFS",0,""
"3FEF25",51.27,6.24,187,1850,94,"7000","F-EDLN1","WT9","D-MPWN",1618580037,"","","",0,0,"DMPWN",0,""
"AE0D8E",49.09,11.92,284,1850,78,"0000","T-EDMS72","","",1618579954,"","","",0,0,"DUKE14",0,""
"4075D0",51.68,-0.11,280,1850,159,"5024","F-EGSS2","S22T","G-WOWS",1618580037,"SEN","","",0,-64,"GWOWS",0,""
"4048A3",51.26,-2.72,156,1850,64,"7000","T-EGGD63","SF25","G-KWAK",1618580010,"","","",0,-896,"GKWAK",0,""
"407A12",51.69,-0.06,294,1825,154,"5023","F-EGLK2","P32R","G-VONI",1618580036,"SEN","","",0,128,"GVONI",0,""
"3FF3D9",51.02,6.91,65,1825,124,"7000","F-EDDK3","WT9","D-MHIO",1618580035,"","","",0,0,"DMHOI",0,""
"44B16E",51.35,4.77,266,1825,129,"2000","T-MLAT1","DR40","OO-LKN",1618580032,"ANR","","",0,0,"OOLKN",0,""
"3D12EF",52.27,12.98,348,1800,93,"7000","T-MLAT1","","D-EFKP",1618580014,"","","",0,0,"DEFKP",0,""
"4042EF",51.38,-1.43,105,1800,115,"3727","T-MLAT1","C182","G-GCYC",1618580027,"","","",0,-448,"GGCYC",0,""
"402011",51.56,-2.62,346,1800,53,"5070","T-EGTG140","TOBA","G-BKBW",1618580014,"BRS","","",0,0,"GBKBW",0,""
"A56B15",51.27,-1.05,37,1800,108,"7000","T-MLAT1","R66","N44829",1618580031,"","","N44829",0,0,"N44829",0,""
"400DCD",50.51,-4.87,225,1800,107,"1747","F-EGHD3","P28A","G-CDEO",1618580035,"","","",0,128,"GCDEO",0,""
"3D2790",54.15,9.28,127,1800,100,"0000","T-MLAT1","C172","D-ENFS",1618580029,"","","",0,0,"DENFS",0,""
"48481F",52.87,6.70,213,1800,114,"7000","T-MLAT1","","",1618580026,"","","",0,64,"PHWMA",0,""
"3D34C0",52.24,7.96,266,1800,86,"7041","T-EDLI94","P28A","D-ESFO",1618580034,"BFE","","",0,0,"DESFO",0,""
"402D2D",50.75,-3.60,111,1800,93,"0440","F-EGTE3","DR40","G-LEOS",1618580036,"EXT","","",0,-512,"GLEOS",0,""
"4011A4",51.52,-0.87,53,1799,150,"0435","T-MLAT1","PA27","G-BSVP",1618580036,"","","",0,0,"GBSVP",0,""
"DD854B",52.08,11.94,4,1797,60,"0000","T-FLRM1","TRIN","D-KBBB",1618580024,"","","",0,192,"DKBBB",0,""
"AC4716",52.34,-0.20,167,1775,45,"7000","F-EGSC2","","N890U",1618580036,"","","",0,320,"GAWPN",0,""
"3D1ACF",52.00,10.42,61,1775,90,"0000","T-EDDV138","C172","D-EIKD",1618580038,"","","",0,0,"DEIKD",0,""
"400A17",51.22,-1.20,246,1750,138,"7000","T-EGHL33","C77R","G-BFIV",1618580034,"BBS","","",0,192,"GBFIV",0,""
"401EB8",53.92,-2.89,216,1750,96,"7000","T-MLAT1","D11","G-BHZV",1618580036,"","","",0,0,"GBHZV",0,""
"43C8F0",53.81,-2.02,229,1750,104,"7000","F-EGNM5","","",1618580037,"","","",0,-256,"SYS105",0,""
"3D361F",50.91,12.14,68,1700,99,"7000","F-EDDC1","P28A","D-ESTB",1618580034,"","","",0,0,"DESTB",0,""
"407368",51.17,-0.84,317,1700,148,"0460","T-MLAT1","DA62","G-GNSS",1618580034,"ESH","","VOR7",0,-320,"VOR07",0,"VOR"
"484539",52.64,5.85,122,1700,193,"7000","T-MLAT1","TOBA","PH-MLS",1618580019,"GRQ","","",0,0,"PHMLS",0,"MPH"
