ICAOaddr,Lat,Lon,Heading,Alt,Speed,Squawk,Tailnr,Type,Reg,unk0,Src,Dest,Flightnr,unk1,unk2,Callsign,unk3,Airline
"3D1A9A",51.52,6.65,235,12526,224,"1136","T-MLAT1","PA46","D-EIIC",1618580296,"SZW","","",0,-768,"DEIIC",0,""
"3C66E1",49.71,8.53,184,12275,333,"2521","F-EDDF4","A320","D-AIWA",1618580300,"FRA","CTA","LH306",0,1152,"DLH5NF",0,"DLH"
"3C7D87",51.09,6.45,61,12200,289,"1277","F-EDDK3","F100","D-AOLG",1618580300,"","","",0,2304,"TAY633P",0,"ATV"
"3D6275",49.08,8.63,157,12100,255,"1244","F-LFST3","PC12","D-FJNP",1618580299,"ESS","","",0,-960,"DFJNP",0,""
"424B88",49.92,11.04,223,12000,324,"2134","F-EDDE2","CL60","M-AFAC",1618580300,"NUE","","",0,-64,"MAFAC",0,""
"A36110",51.44,-0.96,287,11925,340,"7216","F-EGLC3","B763","N317CM",1618580293,"LHR","ORD","GB984",0,896,"ABX984",0,"ABX"
"484ACC",52.48,4.95,48,11275,288,"3155","F-EDLE1","E190","PH-EZB",1618580300,"AMS","CPH","KL1131",0,2560,"KLM15E",0,"KLM"
"43EDE1",50.42,-1.66,12,11086,288,"5522","T-MLAT1","","",1618580298,"IBZ","","",0,-1280,"2DEWS",0,""
"AE0693",49.61,7.94,255,11050,350,"3105","T-MLAT1","K35R","63-8004",1618580298,"RMS","","",0,-1216,"NACHO71",0,"RCH"
"345657",51.08,11.15,351,10275,285,"4353","F-EDDC1","A332","EC-MTU",1618580299,"ERF","PVG","",0,1984,"PLM933P",0,"PLM"
"",50.77,-0.31,322,10125,399,"5727","F-EGLL2","F2TH","",1618580301,"","","",0,-1728,"F2TH",0,""
"3D47F6",50.31,7.32,123,10125,72,"0000","T-ETAD4","SUBA","D-EZMS",1618580218,"","","",0,0,"",0,""
"06A1E6",50.88,5.12,296,10075,304,"3204","F-EHVB1","B77L","A7-BFI",1618580298,"DOH","BRU","QR8245",0,-1152,"QTR83UV",0,"QTR"
"407512",50.94,0.12,293,9950,297,"6651","F-EGLL2","B789","G-TUIM",1618580298,"MUC","LGW","BY8868",0,-960,"TOM8868",0,"TUI"
"8964A2",50.82,4.81,145,9800,276,"7106","F-EDKA3","B77W","A6-EQJ",1618580294,"BRU","DXB","EK184",0,2560,"UAE184",0,"UAE"
"407986",50.86,-3.29,30,9300,98,"0033","T-MLAT1","C208","G-SVAN",1618580296,"","","",0,1536,"GSVAN",0,""
"3D4B37",51.14,7.18,72,9025,158,"5264","T-MLAT1","C208","D-FAST",1618580298,"BHX","KSF","JMP353",0,0,"JMP353",0,"JMP"
"44C069",50.57,4.68,52,9000,188,"1000","F-EHWO1","PC12","OO-PCI",1618580301,"CRL","","",0,-64,"OOPCI",0,""
"AA0DA1",51.27,7.84,160,9000,172,"0166","F-EDKA1","","N747MC",1618580299,"GRQ","","",0,0,"N747MC",0,""
"405BFD",51.22,-0.37,171,8550,280,"5225","F-EGLK3","","",1618580300,"","","",0,2368,"BAW81",0,""
"3C658D",49.90,8.55,255,8425,331,"1000","F-EDRZ1","A319","D-AILM",1618580283,"BEG","FRA","LH1407",0,-1984,"DLH3ME",0,"DLH"
"392DA3",48.60,6.30,44,8400,233,"1000","T-MLAT1","B190","F-GLND",1618580294,"AGF","ETZ","T73312",0,0,"TJT3312",0,"TJT"
"405911",52.95,-2.62,42,8354,118,"0033","T-MLAT1","GA8","G-VANX",1618580298,"","","",0,-1088,"GVANX",0,""
"3D3ABA",52.23,10.85,113,8000,163,"0164","F-EDDE2","","",1618580297,"","","",0,0,"DEUMK",0,""
"A8CAB6",52.38,12.03,103,7950,160,"7000","F-EDCD2","","N666CA",1618580299,"GRQ","","",0,-512,"N666CA",0,""
"400D03",51.76,-2.22,238,7949,167,"1413","T-MLAT1","DA42","G-CTCG",1618580298,"OXF","","",0,-384,"EXM52",0,""
"3D1C50",52.47,7.25,3,7700,94,"7742","T-MLAT1","C172","D-EIYY",1618580296,"","","",0,0,"DEIYY",0,""
"3D171D",51.67,8.02,351,7500,98,"7742","F-EDKA1","C172","D-EGZT",1618580299,"","","",0,0,"DEGZT",0,""
"3DAFB2",52.95,11.47,254,7400,107,"7000","F-EDVE2","DA42","D-GMUC",1618580301,"RLG","","",0,-192,"PTO402",0,"PTO"
"49D03C",51.12,-0.96,245,7375,173,"0503","F-EGLL2","BE20","OK-MAG",1618580300,"FAB","","",0,1216,"OKMAG",0,""
"4D02AF",49.71,6.28,337,7350,143,"3505","F-EDDL2","PC12","LX-JFU",1618580285,"LUX","LYX","",0,1856,"JFA26A",0,"JFA"
"3D0815",52.60,7.22,4,7250,113,"7742","F-EHTW2","C172","D-EBHT",1618580300,"","","",0,0,"DEBHT",0,""
"3C5EE3",51.39,6.72,229,7200,290,"3526","F-EDKA3","A319","D-AGWC",1618580299,"ARN","DUS","EW9213",0,-2176,"EWG9PM",0,"EWG"
"A79EBF",52.42,10.16,113,7050,139,"0176","F-EDDV4","SR20","N590PU",1618580301,"GRQ","","",0,192,"N590PU",0,""
"A10171",51.36,13.15,85,7000,165,"5037","F-EDDP2","S22T","N164KF",1618580300,"ESS","","",0,0,"N164KF",0,""
"3D5501",52.33,8.20,250,7000,181,"1120","F-EDVM1","TBM9","D-FELD",1618580301,"GWT","","",0,0,"DFELD",0,""
"406F3C",50.96,-0.67,347,6358,248,"5712","T-MLAT1","PC12","G-KARE",1618580296,"QYA","","",0,-896,"GKARE",0,""
"3C65C3",50.02,8.10,230,6275,303,"1171","F-EDDF6","A20N","D-AINC",1618580289,"KBP","FRA","LH1491",0,-1216,"DLH1491",0,"DLH"
"A28E23",52.41,11.95,104,6275,154,"7000","F-EDDE2","SR20","N264CZ",1618580300,"GRQ","","",0,-192,"N264CZ",0,""
"43C8BC",53.25,-0.10,69,6100,181,"1764","T-EGXJ24","","",1618580293,"","","",0,0,"CWL77",0,""
"484908",52.84,5.76,75,6100,111,"7000","T-EHKD113","C152","PH-VSN",1618580288,"","","",0,0,"PHVSN",0,""
"3849EA",50.87,1.72,335,6100,100,"0000","T-MLAT1","DR30","F-BSPK",1618580266,"","","",0,-64,"FBSPK",0,""
"485A66",53.10,6.86,137,6050,106,"0433","T-MLAT1","DA42","PH-KFA",1618580296,"GRQ","GRQ","",0,0,"KLM7913",0,""
"3D3460",49.49,7.79,69,6043,121,"3714","T-FLRM1","P28U","D-ESBW",1618580297,"ZQW","","",0,-128,"DESBW",0,""
"43C8BD",53.03,-0.76,349,6000,170,"1764","T-MLAT1","","",1618580287,"","","",0,30976,"CWL93",0,""
"484F60",53.42,7.89,232,5999,160,"1126","T-MLAT1","DA42","PH-MFA",1618580296,"GRQ","WVN","",0,0,"KLM7918",0,""
"3FEBFC",52.97,8.17,25,5975,72,"7000","F-EDWF1","FDCT","D-MGWP",1618580300,"","","",0,0,"DMGWP",0,""
"4240E6",52.37,4.83,121,5800,229,"2126","F-EBAW1","B744","VP-BIK",1618580300,"AMS","MAD","RU9391",0,3840,"ABW9391",0,"ABW"
"407834",51.06,-0.61,46,5600,185,"7463","F-EGLK3","A20N","G-UZLH",1618580300,"GIB","LGW","U28902",0,-1920,"EZY74YX",0,"EZY"
"402C42",51.42,-3.33,4,5500,117,"3613","F-EGTE3","AA5","G-BOZO",1618580301,"","","",0,320,"GBOZO",0,""
"3D2D3C",53.01,10.09,166,5500,141,"7740","F-EDWI3","SR20","D-EPJO",1618580299,"HAM","","",0,0,"DEPJO",0,""
"4056B7",51.21,-1.20,312,5500,66,"7000","F-EGLF1","DISC","G-CHRH",1618580295,"QLA","","",0,64,"GCHRH",0,""
"3EDDC0",51.78,7.12,32,5450,67,"7000","T-EDDK88","ARCP","D-KYYA",1618580299,"","","",0,0,"DKYYA",0,""
"484B24",51.91,7.19,216,5325,25,"7000","T-MLAT1","DG80","PH-1169",1618580296,"","","",0,320,"PH1169",0,""
"3DC5A2",50.96,5.03,199,5265,62,"5145","T-MLAT1","DA42","D-GVCC",1618580296,"LGG","","",0,512,"DGVCC",0,""
"89644F",53.76,10.04,68,5250,251,"1333","F-EDHI2","B77W","A6-EPZ",1618580301,"HAM","DXB","EK60",0,1728,"UAE60",0,"UAE"
"3E7B59",52.11,6.66,141,5225,71,"7000","F-EHTW2","","D-KLXH",1618580299,"","","",0,0,"DKLXH",0,""
"4075BE",50.39,-4.54,246,5225,204,"1737","T-MLAT1","PA46","G-EXPO",1618580293,"ESH","","",0,-1088,"GEXPO",0,""
"",53.23,6.36,57,5200,100,"7000","T-MLAT1","","",1618580298,"","","",0,0,"BLOCKED",0,""
"3ED0DA",52.39,6.01,230,5200,18,"7000","T-MLAT1","","D-KUBA",1618580292,"","","",0,0,"DKUBA",0,""
"484F81",51.55,5.01,37,5200,67,"7000","F-EHWO1","ARCP","PH-1496",1618580301,"","","",0,-448,"PH1496",0,""
"",53.43,5.68,252,5200,134,"7000","F-EHGG3","P68","",1618580300,"","","",0,-256,"P68",0,""
"4012D5",50.95,-1.03,21,5154,59,"0000","T-FLRM1","DUOD","G-CKPY",1618580242,"","","",0,-256,"GCKPY",0,""
"40750A",52.24,0.92,239,5150,63,"7000","F-EGSC2","DISC","G-JBOB",1618580301,"","","",0,0,"GLIDERJO",0,""
"C011B6",51.54,-0.85,200,5125,191,"6327","F-EGKB1","B763","C-FGSJ",1618580295,"CVG","LHR","W8985",0,-1344,"CJT985",0,"CJT"
"484943",52.13,6.63,318,5025,73,"7000","F-EHTW3","VENT","PH-1308",1618580301,"","","",0,0,"PH1308",0,""
"4068E1",49.96,-6.11,63,5025,114,"1752","F-EGHE3","DHC6","G-ISSG",1618580300,"ISC","EXT","IOS514",0,960,"IOS514Q",0,"IOS"
"485734",53.52,5.63,56,5000,143,"4367","F-EHKD2","EC75","PH-OSF",1618580296,"DHR","","",0,-64,"HHE67B",0,"HHE"
"45C10B",50.56,3.67,81,5000,96,"7151","F-EBBR3","P28A","OY-PHK",1618580299,"LIL","","",0,0,"OYPHK",0,""
"A19982",51.11,5.89,195,5000,118,"0432","T-MLAT1","P28A","N202AS",1618580296,"LEY","","",0,0,"N202AS",0,""
"485495",52.39,8.32,314,4996,74,"0000","T-FLRM1","AS29","PH-1589",1618580296,"","","",0,-128,"PH1589",0,""
"449661",53.15,4.84,213,4950,168,"7000","T-MLAT1","C404","OO-ESA",1618580290,"ANR","","",0,0,"OOESA",0,""
"405123",50.91,-2.02,69,4891,53,"7000","T-FLRM1","DISC","G-CKOK",1618580297,"","","",0,1280,"GCKOK",0,""
"3E5FAE",52.05,7.05,261,4875,83,"7000","T-EDLI94","","",1618580301,"","","",0,0,"DKBKW",0,""
"45AD98",52.74,9.18,232,4850,43,"7000","T-EDLI94","","OY-KLX",1618580299,"","","",0,0,"DKHNG",0,""
"4050FD",52.26,0.60,126,4850,78,"2650","T-MLAT1","LK17","G-CKOI",1618580266,"MHZ","","",0,-64,"170",0,""
"484F08",52.23,6.36,13,4850,76,"7000","T-MLAT1","DUOD","PH-1472",1618580297,"","","",0,0,"PH1472",0,""
"3E7041",51.98,6.33,249,4825,23,"7000","T-MLAT1","","",1618580291,"","","",0,-192,"DKHSB",0,""
"4071EE",53.15,-3.44,27,4819,71,"0000","T-FLRM1","AS29","G-LOUD",1618580296,"","","",0,-320,"GLOUD",0,""
"400C77",52.15,-3.34,232,4803,86,"0000","T-FLRM1","VENT","G-VCXT",1618580280,"","","",0,-128,"GVCXT",0,""
"402562",54.20,-2.23,41,4800,84,"7000","F-EGXU1","C150","G-BMBB",1618580297,"BLK","","",0,-192,"GBMBB",0,""
"39856F",49.03,2.72,85,4800,233,"0655","F-LFPT2","E190","F-HBLP",1618580299,"CDG","GOT","AF1452",0,1216,"AFR12YN",0,"AFR"
"484A9C",51.98,6.78,57,4799,22,"7000","T-MLAT1","DUOD","PH-1260",1618580261,"","","",0,0,"PH1260",0,""
"3D2280",49.30,8.36,80,4700,127,"1241","F-EDRZ1","SR20","D-ELHW",1618580301,"QEZ","","",0,-128,"DELHW",0,""
"3DA357",50.59,6.53,192,4700,100,"3721","T-MLAT1","PA44","D-GICL",1618580295,"MGL","","",0,1152,"RWL545",0,"RWL"
"3DC0A8",51.85,7.71,295,4664,168,"1251","T-MLAT1","PA44","D-GTFC",1618580296,"ESS","","",0,192,"DGTFC",0,""
"405A78",52.21,0.90,86,4650,84,"7000","F-EGXH2","AS29","G-CKRV",1618580285,"","","",0,320,"GLIDE700",0,""
"391618",50.82,6.51,95,4600,130,"3177","T-MLAT1","TB20","F-GFQY",1618580296,"","","",0,0,"FGFQY",0,""
"405434",52.47,-2.98,20,4589,68,"7000","T-FLRM1","LS8","G-CKEZ",1618580297,"","","",0,-256,"GCKEZ",0,""
"485069",52.78,7.65,348,4570,55,"0000","T-FLRM1","DUOD","PH-1529",1618580297,"","","",0,192,"PH1529",0,""
"484773",52.27,6.27,202,4550,111,"7000","T-MLAT1","DUOD","PH-1377",1618580298,"","","",0,-128,"PH1377",0,""
"406654",51.96,-3.73,143,4543,81,"0000","T-FLRM1","ARCP","G-JKRV",1618580295,"","","",0,-320,"GJKRV",0,""
"400C89",54.03,-2.95,201,4500,169,"3662","T-MLAT1","","",1618580298,"ABZ","","",0,0,"RVR8VR",0,""
"4038AA",52.41,1.44,163,4500,64,"7000","T-EGXJ24","DG80","G-BVJK",1618580298,"NWI","","",0,0,"",0,""
"4019F9",51.76,-3.26,3,4500,106,"3606","F-EGFF2","AA5","G-BAJO",1618580300,"","","",0,64,"GBAJO",0,""
"3D18EC",48.94,12.37,289,4425,66,"2147","T-EDMS72","P28A","D-EHRO",1618580250,"RBM","","",0,0,"DEHRO",0,""
"4079D6",51.78,-2.92,214,4425,116,"3602","F-EGTR1","P28A","G-EGBW",1618580300,"","","",0,-256,"GEGBW",0,""
"484426",51.87,6.25,66,4425,482,"7000","T-MLAT1","VENT","PH-891",1618580297,"","","",0,-512,"PH891",0,""
"3FF568",52.55,12.11,300,4375,70,"7741","T-MLAT1","C42","D-MBJO",1618580292,"","","",0,0,"DMBJO",0,""
"40597A",51.05,-1.76,272,4350,20,"7000","T-MLAT1","VENT","G-IRLE",1618580297,"QLA","","",0,640,"GIRLE",0,""
"3EF8AE",52.55,6.26,182,4275,73,"7000","T-EHKD113","","",1618580298,"","","D6167",0,0,"D6167",0,""
"4050C8",52.47,-2.78,172,4265,57,"0000","T-FLRM1","DG1T","G-CKOH",1618580294,"","","",0,192,"GCKOH",0,""
"",48.75,9.52,248,4250,218,"6477","F-EDDS4","C25M","",1618580300,"","","",0,-1536,"C25M",0,""
"406C9A",51.18,-1.21,358,4229,46,"0000","T-FLRM1","DUOD","G-CIJF",1618580296,"","","",0,0,"GCIJF",0,""
"406F2F",50.95,-2.37,198,4222,53,"0000","T-FLRM1","AS29","G-CLRA",1618580294,"","","",0,-128,"GCLRA",0,""
"404F54",52.24,-3.18,291,4222,55,"0000","T-FLRM1","AS28","G-CKJV",1618580286,"","","",0,384,"GCKJV",0,""
"406528",50.99,-1.59,278,4200,78,"3674","T-MLAT1","DUOD","G-DXLT",1618580296,"","","",0,0,"GDXLT",0,""
"485030",52.37,6.10,242,4200,49,"7000","T-MLAT1","DG1T","PH-1525",1618580281,"","","",0,192,"PH1525",0,""
"484F11",52.46,6.40,42,4175,56,"7000","T-EHKD113","PITA","PH-4J2",1618580234,"","","",0,0,"",0,""
"4848E5",52.14,6.89,169,4156,56,"7000","T-FLRM1","DISC","PH-1278",1618580296,"","","",0,512,"PH1278",0,""
"484774",52.28,7.44,123,4150,82,"1204","T-MLAT1","A20J","PH-737",1618580230,"","","",0,640,"PH737",0,""
"484BD0",52.50,6.40,111,4150,52,"7000","F-EHTW4","AS26","PH-1060",1618580298,"","","",0,0,"PH1060",0,""
"3D41BC",51.10,9.93,159,4125,98,"7743","F-EDDE2","","",1618580297,"EIB","","",0,-1024,"DEXDK",0,""
"3D1A83",51.82,8.01,78,4100,94,"7000","T-MLAT1","","D-EIHF",1618580298,"","","",0,0,"DEIHF",0,""
"485980",53.04,5.17,119,4100,108,"7000","T-EHKD113","TAMP","PH-SRD",1618580287,"","","",0,0,"PHSRD",0,""
"45D9D3",54.21,-3.18,176,4050,134,"3661","F-EGGP1","P68","OY-VNS",1618580300,"ABZ","","",0,0,"BIO02",0,""
"484F8A",52.70,6.45,217,4050,76,"7000","F-EHKD2","DUOD","PH-1502",1618580299,"","","",0,0,"PH1502",0,""
"3ED92B",52.66,6.39,27,4025,55,"7000","T-EHKD113","","",1618580297,"","","",0,0,"DKXEX",0,""
"43C174",50.97,-2.94,79,4000,254,"0402","F-EGFF2","C17","ZZ174",1618580300,"BZZ","","",0,0,"COMET53",0,"RFR"
"484EED",52.13,6.45,183,4000,91,"7000","F-EHTW3","AS31","PH-1470",1618580300,"","","",0,0,"PH1470",0,""
"3D1F2C",51.97,12.35,71,3950,129,"7741","F-EDOP1","C172","D-EKBC",1618580301,"MHG","","",0,-128,"DEKBC",0,""
"3D2350",52.42,7.99,275,3900,143,"7000","F-EDDV5","","",1618580301,"","","",0,576,"DELPW",0,""
"3D1148",53.32,7.16,135,3875,104,"7000","T-MLAT1","","",1618580296,"","","",0,0,"DEEUI",0,""
"4851E0",52.37,7.33,116,3854,57,"7000","T-FLRM1","AS29","PH-1562",1618580297,"","","",0,256,"PH1562",0,""
"3E742E",52.02,6.11,215,3825,76,"7000","F-EHTW3","S12S","D-KJES",1618580298,"","","",0,0,"DKJES",0,""
"3D3AD8",52.22,11.29,284,3800,121,"7743","T-EDDF213","SR20","D-EUNO",1618580218,"","","",0,0,"DEUNO",0,""
"485B4F",52.31,8.35,127,3800,39,"7000","T-EDLI94","AS30","PH-1621",1618580300,"","","",0,0,"PH1621",0,""
"403169",51.51,-1.93,94,3800,98,"3737","T-MLAT1","P28A","G-BSGD",1618580298,"","","",0,0,"GBSGD",0,""
"3EF0A3",50.95,5.54,116,3775,86,"7000","T-EHBK71","","",1618580295,"","","",0,0,"D4108",0,""
"4050FA",51.85,-2.35,172,3750,64,"7000","F-EGBJ2","DISC","G-KOBH",1618580299,"","","",0,0,"GKOBH",0,""
"3E7175",52.45,6.22,256,3750,79,"7000","F-EHTW4","","D-KIDX",1618580295,"","","",0,0,"DKIDX",0,""
"404F04",52.47,-3.05,5,3725,69,"7000","T-EGBJ226","VENT","G-OTCZ",1618580295,"","","",0,-192,"GOTCZ",0,""
"488252",48.80,11.89,22,3714,234,"6364","T-MLAT1","BE40","SP-ATT",1618580302,"MUC","","",0,-256,"SAH48P",0,"SAH"
"40538E",52.19,0.85,97,3710,65,"0000","T-FLRM1","DISC","G-CJRR",1618580297,"","","",0,576,"GCJRR",0,""
"4078EB",52.06,-1.22,246,3709,117,"5012","T-MLAT1","P750","G-GWMB",1618580298,"","","",0,128,"GGWMB",0,""
"484B9D",52.98,5.85,118,3700,69,"7000","T-EHKD113","TOBA","PH-DFE",1618580288,"GRQ","","",0,0,"PHDFE",0,""
"00901A",52.64,7.33,229,3700,110,"7000","T-MLAT1","","",1618580293,"VAC","","",0,0,"ZSGBX",0,""
"4065E9",54.11,-0.26,107,3699,88,"0033","T-MLAT1","GA8","G-HTFU",1618580298,"","","",0,0,"GHTFU",0,""
"485113",52.89,7.07,74,3687,87,"7000","T-MLAT1","AS29","PH-1547",1618580294,"","","",0,512,"PH1547",0,""
"AC34A0",50.43,5.42,240,3675,246,"1000","F-EDKA3","B77L","N886FD",1618580282,"HKG","LGG","FX5217",0,-1664,"FDX5217",0,"FDX"
"3FF33A",49.53,8.10,324,3675,129,"4451","F-EDRZ1","NG5","D-MDOC",1618580301,"HOH","","",0,-256,"DMDOC",0,""
"405106",51.97,-1.79,238,3675,67,"7000","F-EGBJ2","DISC","G-CKOD",1618580300,"","","",0,-448,"GCKOD",0,""
"AC4716",52.33,-0.21,202,3650,45,"7000","T-EGGW163","","N890U",1618580299,"","","",0,384,"GAWPN",0,""
"404EB2",53.02,-3.86,324,3650,57,"7000","T-EGOV37","NIMB","G-KEPE",1618580286,"","","",0,128,"GKEPE",0,""
"3950C2",48.60,2.02,29,3650,214,"6430","F-LFPT2","A318","F-GUGC",1618580293,"FSC","ORY","AF7561",0,-64,"AFR48UR",0,"AFR"
"3FF0BE",50.74,6.71,288,3625,95,"7000","T-MLAT1","","D-MCWI",1618580297,"","","",0,64,"DMCWI",0,""
"407764",52.00,-2.32,168,3609,88,"7000","T-MLAT1","C42","G-TROW",1618580296,"GLO","","",0,-64,"GTROW",0,""
"402011",51.68,-2.67,348,3600,100,"3636","T-EGTG140","TOBA","G-BKBW",1618580295,"BRS","","",0,0,"GBKBW",0,""
"3D7F74",54.02,9.70,157,3600,116,"0025","F-EDXY1","C208","D-FUNC",1618580300,"","","",0,832,"FNK2",0,"FNK"
"3D419B",53.13,8.86,268,3600,121,"1121","T-EDLI94","SR22","D-EXCD",1618580300,"BRE","","",0,0,"DEXCD",0,""
"4032DD",51.20,3.99,65,3600,91,"5261","F-EHWO1","P28A","G-BSXC",1618580300,"ESH","","",0,128,"GBSXC",0,""
"4041ED",52.29,1.03,169,3600,94,"4505","T-EGXJ24","P28A","G-ELZN",1618580298,"","","",0,0,"GELZN",0,""
"",53.24,7.62,13,3600,144,"7000","T-MLAT1","PZ04","",1618580296,"","","",0,0,"PZ04",0,""
"485EA7",52.24,7.24,216,3559,66,"0000","T-FLRM1","AS29","PH-1636",1618580297,"","","",0,0,"PH1636",0,""
"403E55",50.83,-0.92,108,3550,108,"3677","T-EGHH25","P28A","G-WARY",1618580296,"","","",0,0,"GWARY",0,""
"400DC5",51.31,-2.21,183,3525,138,"5077","T-MLAT1","RV9","G-IINI",1618580298,"","","",0,-320,"GIINI",0,""
"4057A0",50.90,-2.66,25,3520,42,"0000","T-FLRM1","VENT","G-CKAS",1618580293,"","","",0,512,"GCKAS",0,""
"3D3D56",53.49,10.53,266,3500,192,"7740","T-MLAT1","C182","D-EVMC",1618580294,"","","",0,1216,"DEVMC",0,""
"400DD8",50.94,-1.24,286,3500,125,"3661","T-MLAT1","DA40","G-CDSF",1618580296,"ESH","","",0,320,"GCDSF",0,""
"400D29",51.85,-0.99,302,3500,107,"0013","T-MLAT1","P28A","G-BLFI",1618580298,"QEE","","",0,0,"GBLFI",0,""
"3D0D03",51.82,8.06,116,3484,97,"7000","T-FLRM1","DR40","D-EDEH",1618580295,"","","",0,-576,"DEDEH",0,""
"407474",51.39,-2.65,29,3475,104,"5051","T-MLAT1","DA40","G-TAMI",1618580296,"OXF","","",0,0,"LDG57",0,""
"40694F",53.00,-0.17,4,3475,141,"1777","F-EGYM1","RV7","G-MACI",1618580301,"","","",0,64,"GMACI",0,""
"3FE9EA",50.50,6.81,162,3475,118,"7000","T-EDDK88","","D-MLWW",1618580294,"CGN","","",0,0,"DMLWW",0,""
"485121",52.07,5.97,113,3450,71,"7000","T-MLAT1","","",1618580298,"","","",0,-320,"PH1545",0,""
"4076D5",52.40,-2.98,36,3450,79,"7000","T-EGNR79","DISC","G-DTOF",1618580298,"","","",0,-448,"GDTOF",0,""
"4076BD",54.08,-1.05,306,3424,135,"7000","T-MLAT1","AS29","G-UBOO",1618580294,"","","",0,1152,"GUBOO",0,""
"",51.19,6.29,189,3400,200,"7742","F-EDKA3","PA31","",1618580300,"","","",0,-384,"PA31",0,""
"3D3EC6",50.64,6.33,140,3400,94,"7000","T-MLAT1","DV20","D-EWAG",1618580302,"AAH","","",0,0,"DEWAG",0,""
"3D0AE7",50.27,10.77,140,3400,104,"7000","T-EDQD58","C172","D-ECJN",1618580300,"","","",0,0,"DECJN",0,""
"3E6FDC",49.33,8.85,85,3395,83,"7000","T-FLRM1","DIMO","D-KHOE",1618580294,"","","",0,384,"DKHOE",0,""
"3EDA0A",51.82,8.86,124,3350,71,"7000","F-EDDV5","","",1618580301,"FMO","","",0,0,"DKXNM",0,""
"3D38CD",50.61,6.82,53,3325,103,"4451","T-ETAD4","C172","D-ETTL",1618580299,"","","",0,0,"DETTL",0,""
"4079BC",52.73,-2.06,259,3325,169,"4571","F-EGBB2","SR22","G-FPRD",1618580297,"","","",0,128,"GFPRD",0,""
"3E4E41",49.95,9.06,199,3325,257,"1110","T-ETID145","C510","D-IUVH",1618580294,"KEL","","",0,-704,"DIUVH",0,""
"3D189C",50.30,9.35,225,3300,45,"7000","T-EDDF147","DR40","D-EHOM",1618580288,"","","",0,0,"DEHOM",0,""
"3D127F",48.59,10.20,43,3300,73,"7000","T-EDJA122","DR40","D-EFGH",1618580293,"","","",0,0,"DEFGH",0,""
"4075AB",52.24,-0.44,43,3300,108,"7000","T-MLAT1","DA40","G-CTSE",1618580298,"","","",0,0,"GCTSE",0,"EAD"
"48546C",51.08,5.25,341,3300,52,"7000","T-MLAT1","","",1618580296,"","","",0,64,"PH1500",0,""
"3D3195",53.00,6.58,105,3300,142,"7000","F-EDWE1","S22T","D-ERAJ",1618580301,"GRQ","","",0,384,"DERAJ",0,""
"484F66",52.70,6.47,309,3299,71,"7000","T-MLAT1","DUOD","PH-1489",1618580266,"","","",0,-384,"PH1489",0,""
"3E6ADF",52.91,6.64,53,3250,54,"7000","T-MLAT1","","D-KFRB",1618580298,"","","",0,-384,"DKFRB",0,""
"3D41AA",48.91,10.43,349,3250,100,"0000","T-MLAT1","BREZ","D-EXCS",1618580298,"","","",0,0,"DEXCS",0,""
"3ED911",52.35,8.09,244,3250,83,"7000","T-EDLI94","","",1618580301,"","","",0,0,"DKXDX",0,""
"402198",53.57,-1.40,48,3250,107,"7000","T-MLAT1","AA5","G-DINA",1618580296,"","","",0,0,"GDINA",0,""
"A6A5A9",53.57,8.33,60,3200,112,"7745","T-MLAT1","C77R","N52723",1618580298,"QEJ","","N52723",0,0,"N52723",0,""
"A5209B",52.15,10.66,93,3200,113,"7000","T-EDDF213","PA34","N42984",1618580298,"","","N42984",0,0,"N42984",0,""
"401D1E",50.96,-1.87,66,3200,108,"7011","T-MLAT1","P28A","G-WNTR",1618580254,"","","",0,0,"GWNTR",0,""
"402C24",53.21,-1.57,138,3175,99,"7000","F-EGCN1","C172","G-BOUE",1618580299,"","","",0,128,"GBOUE",0,""
"48441C",51.34,6.06,44,3175,100,"7000","T-MLAT1","DUOD","PH-1322",1618580297,"","","",0,-768,"PH1322",0,""
"3FE9FD",53.84,9.15,168,3175,106,"7740","T-MLAT1","","D-MPAN",1618580298,"","","",0,0,"DMPAN",0,""
"407A03",50.79,-3.21,127,3150,76,"7000","T-MLAT1","","",1618580294,"QLA","","",0,0,"GCLYM",0,""
"4015D3",54.01,-1.07,40,3125,50,"7000","F-EGXU1","C172","G-ASMJ",1618580298,"","","",0,-192,"GASMJ",0,""
"3E727D",51.26,7.39,278,3100,85,"0000","T-EDDK88","","D-KIOB",1618580297,"","","",0,0,"DKIOB",0,""
"402748",51.00,-3.20,297,3100,85,"7000","T-MLAT1","C152","G-BMXB",1618580296,"","","",0,0,"GBMXB",0,""
"400BD3",50.72,-0.88,121,3100,99,"7011","T-MLAT1","P28A","G-BUJP",1618580294,"","","",0,0,"GBUJP",0,""
"4016DC",52.43,0.99,306,3100,101,"7000","T-MLAT1","C172","G-AVHH",1618580296,"","","",0,0,"GAVHH",0,""
"3D16FC",53.86,9.44,13,3100,90,"7740","T-MLAT1","C172","D-EGYM",1618580297,"HAM","","",0,1536,"DEGYM",0,""
"402A9E",53.89,-1.07,7,3100,108,"7000","T-MLAT1","P28A","G-BODB",1618580288,"","","",0,768,"GBODB",0,""
"4050A3",53.89,-2.91,150,3099,43,"0450","T-MLAT1","C152","G-CEFM",1618580298,"BLK","","",0,0,"GCEFM",0,""
"407962",51.84,-1.33,159,3099,100,"4503","T-MLAT1","DA40","G-LDGB",1618580296,"OXF","","",0,0,"LDG02",0,"LDG"
